,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1
23155,3.0,2.0,83.0,83.0,0.2233914210661851
23156,1.0,1.0,37.0,37.0,-2.1049361229708246
23157,3.0,2.0,83.0,58.0,0.04648847319925736
23158,2.0,1.0,61.0,50.0,-1.2405222365625164
23159,5.0,4.0,136.0,136.0,3.5494558449314875
23160,5.0,4.0,114.0,87.0,2.4058774174914874
23161,4.0,3.0,100.0,75.0,1.480944907386165
23162,2.0,1.0,33.0,33.0,-1.9104085202479624
23163,2.0,1.0,26.0,26.0,-2.072571009944356
23164,3.0,2.0,91.0,79.0,0.6500231624196033
23165,4.0,3.0,113.0,88.0,1.8376539444302713
23166,2.0,1.0,59.0,49.0,-1.2684869036699027
23167,5.0,4.0,211.0,184.0,6.418455915567572
23168,4.0,3.0,94.3,89.0,1.303348712873567
23169,5.0,4.0,210.0,113.0,3.8719533350966535
23170,4.0,3.0,154.0,147.0,3.386544258254796
23171,1.0,1.0,33.0,30.0,-2.2769194301918896
23172,3.0,2.0,50.0,50.0,-0.46519176413475516
23173,4.0,2.0,110.0,83.0,1.3768879704718004
23174,4.0,3.0,125.0,109.0,2.705258581504707
23175,3.0,2.0,72.0,66.0,0.439872989468041
23176,2.0,1.0,31.0,31.0,-1.8961052879936344
23177,5.0,3.0,130.0,130.0,3.8912262365977512
23178,3.0,2.0,47.0,44.0,-0.5486575345981136
23179,3.0,2.0,76.0,56.0,0.017523073335165482
23180,4.0,2.0,164.0,164.0,3.090626941015762
23181,6.0,5.0,240.0,220.0,6.668484962919088
23182,4.0,3.0,114.0,100.0,2.2403523764371096
23183,3.0,2.0,78.0,57.0,-0.18028295990102203
23184,3.0,2.0,64.0,57.0,-0.12322862701190647
23185,6.0,4.0,183.0,183.0,5.431691432750715
23186,1.0,1.0,36.0,36.0,-2.167767549099234
23187,4.0,3.0,84.0,79.0,1.1292760108069537
23188,2.0,1.0,43.0,37.0,-1.53519749604164
23189,2.0,1.0,35.0,33.0,-1.8453547331770448
23190,3.0,2.0,64.0,59.0,-0.247335283022284
23191,4.0,3.0,160.0,143.0,3.8616088968427613
23192,1.0,1.0,28.0,25.0,-2.433025463237205
23193,2.0,1.0,71.0,61.0,0.5144242497815918
23194,1.0,1.0,52.0,38.0,-1.9306743464556746
23195,3.0,2.0,241.0,133.0,3.717525492185244
23196,2.0,1.0,84.0,39.0,-1.0759712971693487
23197,3.0,2.0,100.6,65.0,0.7751798588493521
23198,3.0,2.0,108.5,70.0,0.8123794730822275
23199,2.0,1.0,32.0,32.0,-1.6770648742758105
23200,2.0,1.0,45.5,36.0,-1.679722848244828
23201,4.0,3.0,83.7,74.0,1.0965592693194914
23202,1.0,1.0,33.0,33.0,-2.1701432846969104
23203,3.0,2.0,120.0,120.0,1.778932035311324
23204,4.0,3.0,130.0,130.0,2.871334570603678
23205,3.0,2.0,78.0,67.8,0.22671770381972664
23206,1.0,1.0,29.0,26.0,-2.3500467951721054
23207,3.0,2.0,78.0,70.0,0.12426678951053387
23208,4.0,3.0,99.0,96.0,1.7780869684762923
23209,3.0,2.0,79.0,69.0,0.19244246544093488
23210,3.0,2.0,85.0,74.0,0.541893698444235
23211,3.0,2.0,65.0,60.0,-0.0799587804699209
23212,3.0,2.0,100.0,94.0,1.2850168762661907
23213,4.0,3.0,79.0,79.0,1.2424699250219615
23214,1.0,1.0,25.0,25.0,-2.4252063301077147
23215,3.0,2.0,62.0,55.0,-0.10875042898154653
23216,2.0,1.0,63.0,57.0,-1.3041943422322837
23217,2.0,1.0,52.0,42.0,-1.4315619445027399
23218,5.0,3.0,204.0,200.0,5.2722298651827275
23219,5.0,4.0,250.0,183.6,5.42603771917029
23220,3.0,3.0,72.0,68.0,0.6627241299158784
23221,2.0,1.0,53.0,42.0,-1.326267753804867
23222,4.0,3.0,140.0,128.0,2.9078503540123366
23223,1.0,1.0,20.0,20.0,-2.573025623462468
23224,1.0,1.0,37.0,37.0,-2.0485425483729793
23225,1.0,1.0,25.0,22.0,-2.478177950636219
23226,2.0,1.0,61.0,49.0,-1.1956277715044294
23227,3.0,2.0,94.0,86.0,0.7939462401898368
23228,3.0,2.0,72.0,62.0,-0.056292278644305416
23229,2.0,1.0,45.0,37.0,-1.5790536664331554
23230,1.0,1.0,21.0,21.0,-2.5714326086279256
23231,3.0,2.0,105.0,94.0,0.7361167625685971
23232,3.0,2.0,95.0,60.0,0.2471812558951793
23233,3.0,2.0,66.0,49.0,-0.34445588353771645
23234,2.0,1.0,34.0,34.0,-1.7453703423809617
23235,3.0,2.0,90.0,90.0,0.6391574390052401
23236,2.0,1.0,67.0,48.0,-0.9898610705752381
23237,3.0,1.0,71.0,60.0,-0.014679081706056935
23238,4.0,4.0,145.0,137.0,3.9421268716813884
23239,2.0,1.0,52.0,46.0,-1.1712266265631794
23240,3.0,2.0,98.0,90.0,0.7776346420155593
23241,1.0,1.0,39.0,35.0,-2.0908770551525184
23242,3.0,1.0,67.5,47.0,-0.8240679916710146
23243,3.0,2.0,103.0,100.0,1.4406999397971796
23244,5.0,7.0,250.0,250.0,7.453317415518153
23245,3.0,2.0,62.0,60.0,-0.34541347209222356
23246,3.0,4.0,173.9,167.0,3.352799541655665
23247,3.0,1.0,83.0,71.0,-0.13389025341162503
23248,4.0,3.0,82.0,82.0,1.0411472018687988
23249,3.0,2.0,48.0,48.0,-0.2450542689351679
23250,3.0,2.0,65.0,55.5,-0.05098350567464841
23251,3.0,2.0,86.0,86.0,0.261066030102432
23252,3.0,2.0,175.0,49.0,0.791629337676747
23253,4.0,3.0,123.0,110.0,2.7850233772820157
23254,1.0,1.0,32.0,29.0,-2.224411382101314
23255,4.0,3.0,70.0,63.4,0.6796465843840755
23256,2.0,1.0,37.0,37.0,-1.7695406943193863
23257,6.0,4.0,196.0,180.0,6.1665596681323285
23258,2.0,1.0,37.0,37.0,-1.569862171598342
23259,3.0,3.0,86.0,78.0,1.1553533303343542
23260,1.0,1.0,50.0,43.0,-1.8168653877078849
23261,1.0,1.0,27.0,25.0,-2.4453791990996945
23262,3.0,2.0,91.0,61.0,0.2430988165447782
23263,2.0,1.0,53.0,50.0,-1.121636585497001
23264,4.0,3.0,171.0,171.0,3.8677953861135945
23265,2.0,1.0,48.0,48.0,-1.3778654655602143
23266,5.0,3.0,224.0,114.0,3.8641236821430525
23267,1.0,1.0,47.0,27.0,-2.1623694975918264
23268,1.0,1.0,55.0,40.0,-1.752282254149764
23269,3.0,3.0,80.0,75.0,0.6817735742866093
23270,6.0,5.0,180.0,180.0,5.185659150729909
23271,3.0,2.0,63.0,53.0,-0.4536856869289444
23272,4.0,3.0,130.0,107.0,2.5325875037556385
23273,5.0,4.0,179.0,167.0,5.0614461753162505
23274,4.0,3.0,81.0,76.0,1.439977529276153
23275,1.0,1.0,30.0,28.0,-2.438193750110559
23276,5.0,4.0,188.0,120.0,4.0613675262995095
23277,3.0,2.0,71.0,66.0,0.07267746295848422
23278,3.0,2.0,97.0,61.0,-0.032158333009837815
23279,1.0,1.0,27.0,25.0,-2.454619775554492
23280,3.0,2.0,66.0,60.0,-0.25259242386866476
23281,3.0,2.0,63.0,50.0,0.20259469990385862
23282,4.0,3.0,108.0,83.7,1.8166586496045767
23283,3.0,1.0,88.0,80.0,-0.2320373696881393
23284,1.0,1.0,23.0,23.0,-2.506788207679799
23285,2.0,1.0,55.0,45.0,-1.3287277766266787
23286,1.0,1.0,59.0,51.0,-1.1926522200773975
23287,4.0,3.0,114.0,100.0,2.321250543445086
23288,5.0,4.0,280.0,240.0,6.06832263752919
23289,2.0,1.0,36.0,36.0,-1.722895385193518
23290,1.0,1.0,35.0,32.0,-2.170242814452059
23291,2.0,1.0,40.0,40.0,-1.6784911897434645
23292,2.0,1.0,60.0,42.0,-1.1274722668400483
23293,2.0,1.0,42.0,35.0,-1.883129096075753
23294,1.0,1.0,42.0,38.0,-1.9891008349152604
23295,4.0,3.0,223.0,163.0,3.4741443986304796
23296,2.0,1.0,43.0,38.0,-1.5650191386764682
23297,4.0,3.0,99.0,69.0,1.5546200781412458
23298,2.0,1.0,49.0,49.0,-1.5313342574499789
23299,3.0,2.0,115.0,91.0,1.2210792569717137
23300,4.0,3.0,107.0,107.0,2.294280691081308
23301,2.0,1.0,63.0,44.0,-1.106783423190859
23302,2.0,1.0,57.0,50.0,-0.9870384091465638
23303,2.0,1.0,37.0,34.0,-1.7337602942010548
23304,2.0,1.0,42.0,27.0,-1.8257256129818595
23305,2.0,1.0,51.0,45.0,-1.375730565777329
23306,2.0,1.0,44.0,44.0,-1.486542547260753
23307,5.0,3.0,107.0,97.0,2.2701416892298236
23308,2.0,1.0,38.0,37.0,-1.732685995833082
23309,4.0,3.0,183.0,183.0,4.449456800408759
23310,6.0,4.0,246.0,246.0,7.565825662702588
23311,3.0,2.0,73.0,73.0,0.1306190439408159
23312,3.0,1.0,110.0,95.0,0.5453858258533961
23313,3.0,2.0,64.0,48.0,-0.2549194210467982
23314,2.0,1.0,52.0,45.0,-1.370850824551827
23315,1.0,1.0,34.0,30.0,-2.2388741531715213
23316,1.0,1.0,38.0,35.0,-2.022648075485456
23317,3.0,2.0,76.0,76.0,0.4996911236379325
23318,3.0,2.0,67.0,67.0,-0.05858179712398027
23319,1.0,1.0,30.0,25.0,-2.469384576984861
23320,1.0,1.0,47.0,47.0,-1.7681322556184675
23321,3.0,2.0,64.0,61.0,-0.07554560289185754
23322,1.0,1.0,33.0,29.0,-2.2415565801810895
23323,2.0,1.0,43.0,40.0,-1.5245026714559782
23324,1.0,1.0,37.0,30.0,-2.219110599740992
23325,2.0,1.0,67.0,53.0,-0.9208953884836557
23326,2.0,1.0,56.0,47.0,-1.3823023139056865
23327,4.0,3.0,62.0,59.0,0.8742103062556559
23328,3.0,2.0,61.0,53.0,-0.02577892391433331
23329,2.0,1.0,63.0,58.0,-0.5629561634724594
23330,1.0,1.0,34.0,30.0,-2.2447355297932194
23331,2.0,1.0,35.0,35.0,-1.8017591302446596
23332,6.0,4.0,213.0,193.0,6.828659787705992
23333,3.0,2.0,66.0,66.0,0.2738079017087832
23334,3.0,2.0,145.0,72.0,1.0972547365873138
23335,1.0,1.0,54.3,34.0,-1.7952261440924817
23336,3.0,2.0,75.0,70.0,0.0027255676540974033
23337,2.0,1.0,105.0,95.0,1.117167925642424
23338,2.0,1.0,66.0,53.0,-1.1263299195954735
23339,2.0,1.0,54.0,52.0,-1.112128186227402
23340,2.0,1.0,58.0,52.0,-1.2730993740775538
23341,3.0,2.0,61.0,55.0,-0.10654437358783098
23342,1.0,1.0,25.0,25.0,-2.4858457527669
23343,2.0,1.0,40.0,37.0,-1.6616734282583137
23344,2.0,1.0,46.0,39.0,-1.4916005052944146
23345,3.0,2.0,97.0,89.0,0.6242617211041895
23346,2.0,1.0,48.0,41.0,-1.4547107902153356
23347,3.0,2.0,106.0,98.0,1.3789772023049
23348,2.0,1.0,37.0,34.0,-1.7098852731792558
23349,4.0,3.0,82.0,82.0,1.1779850497619773
23350,3.0,2.0,70.0,67.0,0.22771751072742794
23351,3.0,2.0,97.0,64.0,0.5824961262714136
23352,1.0,1.0,33.0,30.0,-2.162849570865606
23353,2.0,1.0,54.0,51.0,-1.1596794036959968
23354,2.0,1.0,36.0,36.0,-1.8725775467150254
23355,3.0,2.0,59.0,56.0,-0.2598915995305513
23356,3.0,2.0,65.0,60.0,-0.2958867260111725
23357,3.0,2.0,80.0,75.0,0.6150052808808714
23358,3.0,2.0,80.0,71.0,0.14103102102435344
23359,1.0,1.0,116.0,33.0,-1.0022326939685553
23360,4.0,3.0,110.0,50.0,2.303228777324
23361,4.0,3.0,113.0,108.0,1.9383506487252231
23362,3.0,2.0,69.0,60.0,0.2497527580362689
23363,2.0,1.0,39.0,37.0,-1.6092429048432784
23364,4.0,3.0,128.0,123.0,2.732626628965233
23365,1.0,1.0,27.0,27.0,-2.391422682389981
23366,2.0,1.0,44.0,43.0,-1.6042804693599484
23367,4.0,3.0,100.0,100.0,1.9789918910488298
23368,4.0,3.0,108.0,100.0,2.8900638307225206
23369,3.0,2.0,64.0,52.0,-0.2747532977260239
23370,1.0,1.0,40.0,37.0,-1.9613336431604242
23371,3.0,2.0,80.0,70.0,0.41354928962981846
23372,2.0,1.0,64.0,58.0,-1.1231811727895649
23373,4.0,3.0,106.0,106.0,2.052321609470629
23374,3.0,2.0,50.0,50.0,-0.39939986693800134
23375,1.0,1.0,29.0,28.0,-2.324018476954549
23376,2.0,1.0,38.0,38.0,-1.6832312091699282
23377,3.0,2.0,83.0,70.0,0.2453696071472508
23378,3.0,2.0,68.0,60.0,0.02115298467972742
23379,3.0,2.0,113.0,63.0,0.35755054927719826
23380,1.0,1.0,30.0,27.0,-2.33576425103951
23381,6.0,3.0,279.0,199.0,6.300802549448337
23382,3.0,2.0,47.0,43.0,-0.6775549842391126
23383,2.0,1.0,64.0,56.0,-1.0389493923066198
23384,2.0,1.0,40.0,40.0,-1.6470860848904427
23385,3.0,2.0,74.0,65.0,0.49354835051654805
23386,4.0,3.0,257.1,182.0,5.847254853396095
23387,1.0,1.0,19.0,19.0,-2.6489446399432968
23388,4.0,3.0,112.0,101.0,2.3883939481817715
23389,2.0,1.0,32.0,32.0,-1.9082760315557499
23390,2.0,1.0,52.0,52.0,-1.234778773843191
23391,4.0,2.0,102.0,83.0,1.0337231156740034
23392,3.0,2.0,71.0,63.0,0.10188740339453069
23393,2.0,1.0,47.0,38.0,-1.5311342457681292
23394,2.0,1.0,47.0,40.0,-1.4160009416967427
23395,2.0,1.0,66.0,58.0,-0.9414258008630808
23396,4.0,3.0,137.3,110.0,2.4164263894206566
23397,3.0,2.0,55.0,51.0,-0.3071417939929098
23398,1.0,1.0,41.0,37.0,-2.0218896294805715
23399,4.0,3.0,90.0,90.0,1.6044595131479618
23400,3.0,2.0,87.0,74.0,0.34065886420434227
23401,3.0,2.0,71.0,62.0,-0.15592004419469918
23402,4.0,3.0,97.0,97.0,1.9796687403119904
23403,1.0,1.0,30.0,25.0,-2.3911383928414214
23404,3.0,2.0,80.0,70.0,0.1284188034801211
23405,3.0,2.0,60.0,60.0,-0.06266367266634093
23406,4.0,2.0,120.0,87.5,2.2981571983662565
23407,3.0,2.0,211.0,145.0,2.4126220849832527
23408,2.0,1.0,40.0,40.0,-1.773416492438311
23409,2.0,1.0,54.0,41.0,-1.2970502428958106
23410,3.0,2.0,86.0,77.0,0.8548949014531925
23411,2.0,1.0,54.0,45.0,-1.4385195550727636
23412,2.0,1.0,48.0,46.0,-1.641867903614373
23413,2.0,1.0,42.0,42.0,-1.3273472639754658
23414,5.0,4.0,255.0,132.0,4.839827034097651
23415,3.0,2.0,78.0,65.0,0.07134813002961042
23416,5.0,4.0,305.0,170.0,5.737153209594623
23417,4.0,3.0,122.0,109.0,1.9286635339107645
23418,3.0,2.0,114.0,110.0,1.299818537685006
23419,1.0,1.0,32.0,32.0,-2.25288293109948
23420,4.0,3.0,99.0,92.0,1.5745991941471869
23421,2.0,1.0,46.0,41.0,-1.5275928890077706
23422,3.0,2.0,133.0,122.0,2.1969140236985303
23423,3.0,2.0,120.0,85.0,0.6171228200848078
23424,2.0,1.0,51.0,47.0,-1.3469505383830276
23425,4.0,3.0,82.0,69.0,0.9490894714404079
23426,1.0,1.0,40.0,40.0,-2.013264062821464
23427,6.0,3.0,226.7,172.0,5.696805222511977
23428,5.0,3.0,134.0,130.0,2.9866612366699123
23429,1.0,1.0,32.0,32.0,-2.2904674293195053
23430,2.0,1.0,42.0,42.0,-1.4952751541475646
23431,4.0,3.0,81.0,76.0,1.349044160277677
23432,4.0,3.0,72.0,69.0,0.7719894695992593
23433,5.0,3.0,188.8,140.0,4.161346243051201
23434,4.0,3.0,145.0,117.0,3.5746511708922655
23435,5.0,6.0,125.0,100.0,4.123187127544793
23436,4.0,3.0,128.0,106.0,2.0941062761520333
23437,1.0,1.0,33.0,28.0,-2.252271439979995
23438,2.0,1.0,59.0,47.0,-1.2866799802130888
23439,3.0,2.0,98.0,82.0,0.6782015183956722
23440,4.0,2.0,146.0,113.0,2.4031521085286105
23441,2.0,1.0,45.0,35.0,-1.6288572866652042
23442,4.0,3.0,87.0,87.0,1.947915016169688
23443,4.0,2.0,79.0,73.0,0.4353399090723154
23444,1.0,1.0,32.0,29.0,-2.225013612396293
23445,2.0,1.0,68.9,50.0,-1.0413368248314747
23446,4.0,3.0,185.0,185.0,4.990527974377785
23447,4.0,3.0,204.0,204.0,4.07316040261118
23448,5.0,4.0,106.0,98.0,2.5394687703827774
23449,3.0,2.0,60.0,52.0,-0.24535698573100695
23450,3.0,2.0,75.0,75.0,0.5753475520678505
23451,1.0,1.0,30.0,30.0,-2.2486483274092484
23452,4.0,3.0,122.0,115.0,2.360127845348238
23453,1.0,1.0,42.0,42.0,-1.9858152577026977
23454,2.0,1.0,60.0,33.0,-1.5597063729294416
23455,3.0,2.0,103.0,89.0,0.9058979413454639
23456,4.0,3.0,123.1,120.0,2.153284867349634
23457,2.0,1.0,50.0,50.0,-1.0367538142594899
23458,2.0,1.0,37.0,37.0,-1.74134668614763
23459,2.0,1.0,49.0,46.0,-1.3590120038245492
23460,3.0,2.0,56.0,46.0,-0.3614927141722779
23461,2.0,1.0,47.0,47.0,-1.417427463855981
23462,2.0,1.0,38.0,38.0,-1.5976457470885228
23463,2.0,1.0,64.0,56.0,-0.9791926349382224
23464,5.0,4.0,178.0,121.0,4.084444806319246
23465,6.0,5.0,226.0,167.0,5.874501528180628
23466,2.0,1.0,40.0,38.0,-1.6939876296154066
23467,2.0,1.0,68.0,54.0,-0.8905805668338069
23468,2.0,1.0,53.0,48.0,-1.030693579207828
23469,1.0,1.0,43.0,39.0,-2.0098867367697557
23470,3.0,2.0,76.0,62.0,-0.05729013733774867
23471,3.0,2.0,115.0,69.0,0.8429697452929393
23472,3.0,2.0,50.0,50.0,-0.4595824389946808
23473,4.0,3.0,81.0,76.0,1.4065630689902495
23474,2.0,1.0,50.0,48.0,-1.3517057840636446
23475,2.0,1.0,32.0,32.0,-1.8675358270872768
23476,4.0,3.0,107.0,85.0,1.8418320039115832
23477,4.0,3.0,115.0,96.0,2.216892707553352
23478,2.0,1.0,46.0,44.2,-1.348041838343805
23479,1.0,1.0,38.0,35.0,-2.1676721951171736
23480,2.0,1.0,36.0,36.0,-1.828528707502472
23481,3.0,2.0,113.0,86.0,1.357348893702454
23482,2.0,1.0,47.0,47.0,-1.6164488612677568
23483,3.0,2.0,59.1,53.0,-0.4260153875866155
23484,1.0,1.0,40.0,40.0,-2.0882938918413805
23485,2.0,1.0,36.0,36.0,-1.6819932458574822
23486,2.0,1.0,40.0,38.5,-1.6015434078389652
23487,2.0,1.0,52.0,45.0,-1.3883721144430676
23488,3.0,2.0,58.0,58.0,-0.22882652740074744
23489,4.0,3.0,133.0,120.0,2.5124209970922298
23490,4.0,3.0,105.0,92.0,1.919429678055272
23491,2.0,1.0,44.0,42.0,-1.3885041757153942
23492,2.0,1.0,45.0,42.0,-1.4724807677408647
23493,4.0,2.0,73.0,73.0,0.5058879348576283
23494,3.0,2.0,70.0,70.0,0.0032304349292453355
23495,3.0,2.0,65.0,58.0,-0.1407808338589174
23496,1.0,1.0,47.0,40.0,-1.8621524158989669
23497,2.0,1.0,129.4,80.0,0.811171061896119
23498,3.0,2.0,76.0,65.0,0.17981653574010137
23499,3.0,2.0,73.0,73.0,0.36597935979246726
23500,5.0,4.0,195.0,165.0,5.4903640582506235
23501,4.0,3.0,80.0,80.0,1.108629979105017
23502,3.0,2.0,82.0,82.0,0.6645646362945679
23503,1.0,1.0,22.0,22.0,-2.5915837487290556
23504,3.0,3.0,72.0,72.0,0.7692620748726507
23505,1.0,1.0,37.0,37.0,-2.2114304002809417
23506,2.0,1.0,49.3,40.0,-1.5896635403157264
23507,2.0,1.0,43.0,40.0,-1.6659703024346708
23508,2.0,2.0,54.0,54.0,-0.6421268395562686
23509,2.0,1.0,31.0,31.0,-1.9842678898068193
23510,3.0,2.0,55.0,55.0,-0.4190837158288226
23511,4.0,3.0,66.0,62.2,0.7189534150272195
23512,1.0,1.0,42.0,33.0,-2.1889515479670805
23513,3.0,2.0,80.0,73.0,0.4333592260296995
23514,1.0,1.0,40.0,36.0,-1.8783182685238955
23515,2.0,1.0,41.0,38.0,-1.5709844147714467
23516,2.0,1.0,81.0,51.0,-1.0062514261416629
23517,1.0,1.0,38.0,30.0,-1.9466808338270987
23518,2.0,1.0,40.0,36.0,-1.7139629497808726
23519,2.0,1.0,31.0,31.0,-1.9170352450146444
23520,4.0,3.0,160.0,150.0,4.014707988872384
23521,1.0,1.0,42.0,38.0,-1.8915520740403085
23522,2.0,1.0,55.0,55.0,-1.232946147118961
23523,3.0,2.0,63.0,59.0,-0.09499207737954321
23524,3.0,2.0,50.0,50.0,0.02961806690504281
23525,5.0,4.0,100.0,95.0,2.4159695394744904
23526,1.0,1.0,38.0,35.0,-2.0679025224965426
23527,4.0,3.0,147.0,133.0,3.955888421369134
23528,4.0,4.0,106.0,98.0,3.72978184339671
23529,3.0,2.0,127.0,116.0,1.6375011807233244
23530,2.0,1.0,72.0,72.0,-0.7404555527898141
23531,1.0,1.0,30.0,26.0,-2.3004417829501125
23532,2.0,1.0,64.0,64.0,-0.6796220544855998
23533,5.0,4.0,158.0,120.0,3.8969054248652664
23534,2.0,1.0,75.0,55.0,-0.8759807186443688
23535,2.0,1.0,44.0,40.0,-1.5849424133004195
23536,1.0,1.0,32.2,22.0,-2.3699388741960004
23537,3.0,2.0,230.0,146.0,3.275759752602697
23538,4.0,3.0,170.0,100.0,3.019614129045322
23539,3.0,2.0,100.0,77.6,1.0746982330115382
23540,1.0,1.0,27.0,27.0,-2.46669845825558
23541,3.0,2.0,68.0,63.0,-0.04441406153644965
23542,2.0,1.0,40.0,34.0,-1.5772158645073364
23543,2.0,1.0,52.0,52.0,-1.374556953793034
23544,3.0,2.0,70.0,64.2,-0.05405471868333762
23545,5.0,3.0,123.0,118.0,3.277720578364849
23546,2.0,1.0,65.2,48.0,-1.1750645928005745
23547,1.0,1.0,46.4,30.0,-2.1036599036615993
23548,1.0,1.0,37.0,37.0,-2.182501729547442
23549,5.0,4.0,200.0,170.0,5.421272261420097
23550,1.0,1.0,38.0,37.7,-2.027766151457174
23551,4.0,3.0,112.0,100.0,1.9239826677800616
23552,5.0,3.0,214.0,175.0,5.544707234411758
23553,4.0,3.0,160.0,130.0,3.7633593483200576
23554,2.0,1.0,50.0,45.0,-1.3436422437117284
23555,1.0,1.0,56.0,40.0,-1.892770747325305
23556,4.0,3.0,115.0,97.0,2.4364007419270313
23557,5.0,4.0,285.4,224.0,7.2629413255999
23558,1.0,1.0,36.0,32.0,-2.150418343362162
23559,3.0,1.0,90.0,90.0,0.030146446975280985
23560,2.0,1.0,44.0,39.0,-1.5785305749553913
23561,2.0,1.0,54.0,45.0,-1.3371871660756494
23562,3.0,2.0,70.0,67.0,0.09053733625532942
23563,5.0,3.0,200.0,200.0,4.288314117783006
23564,4.0,3.0,91.0,83.0,1.3816905704551694
23565,3.0,2.0,99.0,67.0,0.4697135726240127
23566,2.0,1.0,37.0,35.0,-1.797392297089822
23567,2.0,1.0,93.0,66.0,-0.7623884737996732
23568,3.0,2.0,97.0,82.0,1.0305741315555295
23569,2.0,1.0,52.0,49.8,-1.1616278506921605
23570,1.0,1.0,41.0,35.0,-2.0576175900838285
23571,6.0,4.0,187.0,187.0,5.28164526042909
23572,1.0,1.0,39.0,36.0,-2.1846141613846073
23573,4.0,3.0,105.0,95.0,1.870601656300037
23574,2.0,1.0,50.0,40.0,-1.5536230737846053
23575,3.0,2.0,82.0,72.0,0.6208277127518657
23576,2.0,1.0,60.0,55.1,-1.016531107063625
23577,3.0,2.0,68.0,62.0,0.02681868175654904
23578,3.0,2.0,71.0,57.9,0.3451947175074113
23579,2.0,1.0,52.0,45.0,-1.3789766897889812
23580,1.0,1.0,38.0,38.0,-1.8903083031055117
23581,1.0,1.0,33.0,33.0,-2.120113324739207
23582,3.0,2.0,70.0,60.0,-0.13611885450599479
23583,4.0,3.0,102.0,99.0,1.721241356320815
23584,2.0,1.0,60.0,41.0,-1.1907820495527885
23585,1.0,1.0,35.0,26.0,-2.3365101260646646
23586,3.0,2.0,79.5,57.0,0.09767800807961934
23587,3.0,2.0,71.0,67.0,0.2248690909132534
23588,5.0,4.0,172.0,128.2,4.218604172209277
23589,4.0,3.0,124.0,117.0,3.162477603877138
23590,3.0,2.0,66.0,58.0,-0.09393422278267392
23591,2.0,1.0,45.0,45.0,-1.5255678186719046
23592,2.0,1.0,58.0,49.0,-1.1329592203398269
23593,2.0,1.0,49.0,43.0,-1.3110855488180033
23594,1.0,1.0,32.0,27.0,-2.208772787174723
23595,2.0,1.0,50.0,46.0,-1.3140320916259487
23596,3.0,2.0,79.0,74.0,0.6530649863447543
23597,5.0,4.0,207.0,148.0,4.936444392442705
23598,6.0,4.0,250.0,250.0,7.998906936685726
23599,3.0,2.0,65.0,65.0,0.0363018061274786
23600,2.0,1.0,60.0,51.0,-1.1341301280985392
23601,2.0,1.0,51.0,45.0,-1.449191864284151
23602,3.0,2.0,87.0,71.0,0.514570241680473
23603,2.0,1.0,63.0,60.0,-0.4700470405704204
23604,2.0,1.0,45.0,39.0,-1.5272213568844102
23605,3.0,2.0,93.0,70.9,0.8133401171479148
23606,3.0,3.0,67.0,64.0,0.8470107743343763
23607,1.0,1.0,24.0,24.0,-2.6197399928154925
23608,4.0,3.0,131.0,100.0,1.8623483365507771
23609,3.0,2.0,76.0,71.0,0.6292403362617065
23610,3.0,2.0,55.0,55.0,-0.38318312622802997
23611,4.0,2.0,58.0,55.0,-0.2018495356909679
23612,2.0,1.0,48.0,41.0,-1.592599196268932
23613,3.0,2.0,100.0,100.0,0.8203015430126714
23614,3.0,2.0,56.0,54.0,-0.35168972282472416
23615,2.0,1.0,62.0,52.0,-1.1008714036150509
23616,2.0,1.0,37.0,37.0,-1.7778583522590345
23617,3.0,2.0,118.0,86.5,1.3493488372589797
23618,2.0,1.0,34.0,31.0,-1.8497750753416657
23619,3.0,2.0,109.0,65.0,0.7111300531722461
23620,4.0,3.0,238.0,111.0,3.573009425251545
23621,1.0,1.0,43.0,39.0,-1.9495377053782073
23622,2.0,1.0,66.6,40.0,-1.0930767879658811
23623,3.0,2.0,65.0,50.0,-0.3037150198637239
23624,2.0,1.0,98.0,51.0,-0.9132411003510701
23625,4.0,2.0,91.0,83.0,0.9022659386544926
23626,1.0,1.0,34.0,30.0,-2.063174243827394
23627,4.0,3.0,85.0,75.0,1.2600056011297347
23628,2.0,1.0,60.0,57.0,-1.0926276261451977
23629,2.0,1.0,45.0,39.0,-1.4065658497320732
23630,2.0,1.0,44.0,44.0,-1.459337510933621
23631,1.0,1.0,51.0,43.0,-1.7025545950239556
23632,4.0,3.0,84.0,80.0,1.333326974227371
23633,1.0,1.0,36.0,32.0,-2.2104901694632284
23634,3.0,2.0,92.0,79.0,0.6338575533194812
23635,1.0,1.0,30.0,30.0,-2.17945168030493
23636,4.0,4.0,179.0,172.0,5.186309405408349
23637,1.0,1.0,34.0,30.0,-2.202163556230512
23638,2.0,1.0,42.0,40.0,-1.523749073770628
23639,2.0,1.0,55.0,50.0,-1.1671448490259042
23640,1.0,1.0,33.0,33.0,-2.1998605376537754
23641,1.0,1.0,35.0,31.0,-2.131981148839308
23642,4.0,3.0,190.0,180.0,3.8140656790686442
23643,4.0,3.0,244.0,195.0,4.706674121200052
23644,1.0,1.0,25.0,25.0,-2.4540513405565787
23645,3.0,2.0,93.0,83.0,1.0004670549432033
23646,2.0,1.0,67.0,43.0,-1.2195937998357558
23647,1.0,1.0,35.0,33.0,-2.2511193129228717
