,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1
0,2.0,1.0,65.0,53.0,-0.8453675480832353
1,1.0,1.0,29.0,29.0,-2.353354071870227
2,2.0,1.0,41.0,35.0,-1.6737341414810665
3,1.0,1.0,49.0,44.0,-1.6354382987890708
4,1.0,2.0,115.1,78.0,0.35471634828569765
5,1.0,1.0,36.0,31.0,-2.1823988886192605
6,3.0,2.0,60.0,50.0,-0.40985428911273875
7,1.0,1.0,33.0,31.0,-2.3606377139855073
8,4.0,4.0,257.0,178.0,4.89691829376435
9,6.0,4.0,199.0,157.0,4.525243032937389
10,3.0,2.0,120.0,120.0,2.0222139785869095
11,3.0,2.0,65.0,65.0,0.1560375217373021
12,2.0,1.0,29.0,29.0,-2.0111521665521797
13,3.0,2.0,87.0,87.0,1.4450158568461438
14,2.0,1.0,70.0,66.0,-0.625106679372181
15,3.0,2.0,53.0,50.0,-0.33607677454455015
16,1.0,1.0,37.0,34.0,-2.1473635362754564
17,5.0,4.0,174.0,174.0,5.068672229694065
18,2.0,1.0,69.0,41.0,-1.388600719487182
19,3.0,2.0,110.0,100.0,2.2551443168709553
20,1.0,1.0,47.0,32.0,-2.125763071922709
21,1.0,1.0,41.0,30.0,-2.0953330129323557
22,3.0,2.0,41.0,41.0,-0.7940803851500847
23,4.0,3.0,128.0,123.0,2.755802195157214
24,3.0,2.0,72.0,65.0,0.22875619770963235
25,5.0,5.0,192.0,182.0,6.399049110125009
26,3.0,2.0,65.0,54.0,-0.46891618755913766
27,3.0,2.0,63.0,60.0,-0.16101814453601127
28,3.0,2.0,65.0,53.0,-0.1896730437403653
29,2.0,1.0,33.0,30.0,-1.8126634851282142
30,3.0,2.0,53.0,53.0,-0.20835038731757513
31,3.0,2.0,82.0,70.0,0.43884732163598034
32,2.0,1.0,51.0,43.0,-1.235348695785857
33,3.0,2.0,176.0,133.0,2.685796668873552
34,3.0,2.0,59.0,54.0,-0.25335761097350046
35,3.0,2.0,44.0,44.0,-0.6692965126295102
36,1.0,1.0,42.0,37.0,-1.820021733198104
37,3.0,2.0,85.0,79.0,0.7042002844151106
38,2.0,1.0,36.0,33.0,-1.8293892402559637
39,2.0,1.0,65.0,51.0,-0.898131920690752
40,3.0,2.0,82.0,82.0,0.47323763854549084
41,3.0,2.0,58.0,58.0,-0.3703939496337343
42,1.0,1.0,33.0,28.0,-2.1736603694260825
43,1.0,1.0,32.0,29.0,-2.2810805209362184
44,1.0,1.0,39.0,33.0,-2.2078753746189124
45,4.0,3.0,91.0,81.0,1.3835256930330302
46,3.0,2.0,104.8,81.0,0.7727906780246896
47,2.0,1.0,35.0,35.0,-1.831649515515075
48,1.0,1.0,49.0,49.0,-1.6065162692329487
49,2.0,1.0,48.0,38.0,-1.3295246382475598
50,2.0,1.0,48.0,41.0,-1.5557240907334642
51,5.0,3.0,104.0,102.0,2.4024199137734743
52,2.0,1.0,56.0,55.0,-1.2420302323322372
53,4.0,3.0,182.0,182.0,4.617049024345463
54,4.0,3.0,100.0,97.0,1.859554759406025
55,2.0,1.0,43.0,38.0,-1.6963397837200072
56,3.0,2.0,73.0,64.0,0.5063202033341465
57,6.0,3.0,198.0,128.0,3.926408434661057
58,4.0,3.0,57.0,57.0,0.5547418161385748
59,2.0,1.0,44.0,44.0,-1.5563417231083347
60,4.0,3.0,79.0,75.0,1.5039706120019174
61,2.0,1.0,36.0,36.0,-1.754185785875241
62,2.0,1.0,36.0,32.0,-1.7954470361273294
63,3.0,2.0,85.0,60.0,0.20248164697223286
64,2.0,1.0,45.0,45.0,-1.430852984667593
65,4.0,3.0,150.0,104.0,2.8535536565743027
66,2.0,1.0,46.0,45.0,-1.528058193620884
67,1.0,1.0,35.0,33.0,-2.152593725859461
68,6.0,4.0,239.0,112.0,4.189710455646063
69,3.0,2.0,242.0,98.0,2.1479746002029168
70,2.0,1.0,41.0,37.0,-1.6875446307808704
71,3.0,2.0,80.0,76.0,0.3121928389856119
72,3.0,2.0,58.0,52.0,-0.2817862710650206
73,3.0,2.0,83.0,78.0,1.1110267190223513
74,2.0,1.0,33.0,33.0,-1.9039756012616607
75,4.0,3.0,91.0,85.0,1.429246323224837
76,3.0,2.0,90.0,90.0,0.9937069543349764
77,3.0,2.0,85.0,83.0,0.7436760797983064
78,1.0,1.0,22.0,22.0,-2.587445625536208
79,3.0,3.0,88.0,80.0,1.0494826008230027
80,2.0,1.0,49.0,42.0,-1.5498440163381826
81,2.0,1.0,63.0,58.9,-1.0615739936759565
82,3.0,2.0,56.0,52.0,-0.45875097969995704
83,2.0,1.0,54.0,46.0,-0.9608602148386093
84,3.0,2.0,111.8,84.0,0.9752224987807485
85,3.0,2.0,149.8,148.0,1.887529369936936
86,3.0,3.0,168.9,155.0,2.7906444996222177
87,5.0,3.0,177.0,111.0,4.074497323667004
88,1.0,1.0,36.0,36.0,-1.9997592989639847
89,3.0,2.0,69.0,60.0,0.06852298071708375
90,3.0,2.0,51.0,50.0,-0.5164874839881887
91,4.0,3.0,119.0,109.0,2.5907073717606313
92,3.0,2.0,65.0,47.0,-0.3611329626491711
93,1.0,1.0,37.0,34.0,-2.0947251806559675
94,2.0,1.0,38.0,38.0,-1.6588455288847055
95,2.0,1.0,30.0,30.0,-1.9234478493890041
96,2.0,1.0,35.0,35.0,-1.775540661055547
97,2.0,1.0,30.0,24.0,-2.033230832525868
98,3.0,2.0,74.0,71.0,0.20812432258233587
99,2.0,1.0,51.0,44.0,-1.5283012788981876
100,2.0,1.0,60.0,55.0,-0.9104743925289693
101,4.0,3.0,111.0,100.0,2.6028756518993394
102,3.0,2.0,75.0,68.0,0.07242819479415678
103,4.0,3.0,141.0,129.0,3.385260176558835
104,4.0,3.0,80.0,75.0,1.1905564818639396
105,2.0,1.0,54.0,49.0,-1.337045201933861
106,4.0,3.0,83.0,78.0,1.3172242091600939
107,4.0,3.0,73.0,73.0,1.0557068483391692
108,2.0,1.0,54.0,46.0,-1.332830938889797
109,1.0,1.0,40.0,36.0,-2.076420215587913
110,3.0,2.0,74.0,67.0,0.1827686536456507
111,4.0,2.0,185.0,150.0,3.0441505048730995
112,1.0,1.0,34.0,34.0,-2.209340191083682
113,5.0,3.0,135.0,121.0,2.8395145464928504
114,3.0,2.0,48.0,48.0,-0.3515957928769418
115,1.0,1.0,23.0,23.0,-2.566282398045375
116,2.0,1.0,57.0,57.0,-1.0505236198868502
117,3.0,2.0,72.0,61.0,0.1775926334756926
118,2.0,1.0,42.0,40.0,-1.5799457512471564
119,2.0,1.0,55.0,49.0,-1.2232871545705595
120,3.0,2.0,63.0,63.0,-0.2338866404292994
121,2.0,1.0,57.0,47.0,-1.0469050904465043
122,1.0,1.0,50.0,50.0,-1.7696724706048057
123,2.0,1.0,94.2,77.0,-0.3934659417619175
124,2.0,1.0,48.2,34.0,-1.5968045370846298
125,1.0,1.0,25.0,25.0,-2.456143212592338
126,1.0,1.0,36.0,32.0,-2.232639758518784
127,3.0,2.0,181.0,144.0,2.586761470861564
128,3.0,2.0,77.0,69.0,0.49975791529401375
129,2.0,1.0,46.0,42.0,-1.3852419611543372
130,2.0,1.0,34.0,34.0,-1.656794480039928
131,2.0,1.0,54.0,50.0,-0.9625370028080058
132,3.0,2.0,131.0,131.0,1.8093556534874653
133,4.0,3.0,128.0,123.0,3.0047188890729366
134,1.0,1.0,37.0,33.0,-2.196491782009549
135,3.0,2.0,130.0,130.0,2.2772943942184307
136,2.0,1.0,50.0,46.1,-1.307869519102447
137,1.0,1.0,33.0,28.0,-2.230563249414997
138,3.0,1.0,45.0,45.0,-1.2305964676473615
139,4.0,3.0,122.0,81.0,1.7490419192810955
140,2.0,1.0,63.0,47.0,-1.1192756268960677
141,6.0,4.0,212.0,192.0,6.613349255842924
142,4.0,3.0,99.0,92.0,1.612877548146703
143,5.0,3.0,143.0,126.0,3.0309583684660124
144,3.0,2.0,83.0,66.0,0.3135975211379944
145,2.0,1.0,82.0,48.0,-1.0079464034228423
146,4.0,3.0,187.0,123.0,3.163379478370973
147,2.0,1.0,38.0,38.0,-1.6703958441982265
148,4.0,3.0,215.0,140.0,3.894345282876184
149,5.0,4.0,266.0,184.0,5.964245311833484
150,3.0,2.0,140.0,75.0,0.8739403041102101
151,4.0,3.0,127.0,118.0,3.4282382899609707
152,4.0,3.0,210.0,109.0,2.7890592868842052
153,2.0,1.0,62.0,62.0,-1.0884151690638924
154,5.0,3.0,258.0,180.0,6.0381392515936305
155,2.0,1.0,55.0,47.0,-1.1555226732761081
156,2.0,1.0,37.0,37.0,-1.6716394083630086
157,3.0,2.0,50.0,50.0,-0.5330710052921239
158,2.0,1.0,49.0,44.0,-1.157653428901772
159,2.0,1.0,66.0,56.0,-1.0709857392350612
160,2.0,1.0,38.0,38.0,-1.6838220738951655
161,2.0,1.0,58.0,55.0,-1.086953156505795
162,1.0,1.0,35.0,31.0,-2.20671694400169
163,2.0,1.0,45.0,39.0,-1.5670963621162073
164,3.0,2.0,91.0,68.0,0.2694921438445135
165,2.0,1.0,60.0,60.0,-0.7233417095295845
166,5.0,4.0,200.0,136.7,5.4713021132129676
167,7.0,4.0,185.0,150.0,5.208011982468423
168,2.0,1.0,36.0,36.0,-1.7623475649461393
169,2.0,1.0,42.0,40.0,-1.5912544101936101
170,4.0,1.0,121.0,113.0,1.1857333699473833
171,1.0,1.0,25.0,25.0,-2.5302766936533088
172,4.0,3.0,121.0,114.0,2.478999777093486
173,3.0,2.0,81.0,66.0,0.42478238985147204
174,2.0,1.0,42.0,42.0,-1.526543650816256
175,2.0,1.0,43.0,40.0,-1.6170177618451171
176,1.0,1.0,36.0,32.0,-2.2301518082621494
177,1.0,1.0,29.0,26.0,-2.332496377522205
178,3.0,2.0,64.0,59.0,-0.16579545181297364
179,2.0,1.0,65.0,37.0,-1.0907854068031875
180,7.0,4.0,310.0,200.0,7.521738950167196
181,4.0,3.0,88.0,75.0,1.023937524500874
182,3.0,2.0,78.0,67.0,0.10917778842181465
183,1.0,1.0,36.0,32.0,-2.1772727802244165
184,3.0,2.0,66.0,51.0,-0.1258306850520004
185,3.0,2.0,90.0,83.0,0.664956313262882
186,2.0,1.0,27.0,27.0,-1.9979366488110784
187,3.0,2.0,51.0,47.0,-0.6568991559425194
188,3.0,2.0,58.0,55.0,-0.42118017599175855
189,7.0,4.0,223.3,200.0,6.194824023469235
190,2.0,1.0,65.0,59.0,-1.060074711953563
191,2.0,1.0,55.0,43.0,-1.5047980562900112
192,2.0,1.0,44.0,41.0,-1.545802081563909
193,4.0,3.0,113.0,103.0,2.257123828496261
194,4.0,3.0,127.0,95.0,2.2577860715429363
195,1.0,1.0,32.0,28.0,-2.3072590375716566
196,2.0,1.0,46.0,35.0,-1.5670778230000955
197,2.0,1.0,33.0,33.0,-1.856229481398348
198,2.0,1.0,38.0,38.0,-1.734406791647608
199,4.0,3.0,134.0,134.0,3.4123001000967474
200,3.0,2.0,58.0,55.0,-0.171892224446959
201,2.0,1.0,68.0,58.0,-1.0752238640132101
202,3.0,2.0,65.0,60.0,-0.21491482280210777
203,2.0,1.0,35.0,32.0,-1.703846111408522
204,4.0,3.0,94.0,82.0,1.700486235368003
205,3.0,2.0,90.0,83.0,0.5781308377129665
206,2.0,1.0,73.0,62.0,-0.18268574866680987
207,2.0,1.0,38.0,32.0,-1.7612710784466323
208,1.0,1.0,43.0,43.0,-1.8511775269510597
209,4.0,3.0,74.0,72.0,1.2414567851821425
210,4.0,3.0,165.1,147.0,3.1056891769842414
211,3.0,2.0,71.0,65.0,0.07585558434496878
212,3.0,2.0,60.0,60.0,-0.35877188109716024
213,3.0,2.0,91.3,67.0,0.4526271953005648
214,3.0,2.0,53.0,53.0,-0.3797722644387625
215,7.0,6.0,274.0,217.0,8.030555992200169
216,3.0,2.0,63.0,44.0,-0.3939786895070125
217,6.0,3.0,128.0,104.0,2.68611338869464
218,3.0,2.0,52.0,52.0,-0.49380345119761654
219,1.0,1.0,28.0,26.0,-2.305377112932747
220,1.0,1.0,35.0,32.0,-2.1373766526248916
221,4.0,3.0,102.0,99.0,1.6244250113936007
222,3.0,2.0,76.0,68.0,0.19946195433904343
223,1.0,1.0,42.0,38.0,-1.8699966881792391
224,2.0,1.0,68.0,57.0,-0.7481615572152543
225,3.0,2.0,110.0,100.0,1.3460565703219594
226,4.0,3.0,77.0,77.0,1.3487973665092927
227,2.0,1.0,55.0,47.0,-0.9681420588134808
228,2.0,1.0,63.0,55.0,-0.884104777423443
229,1.0,1.0,29.0,29.0,-2.29533410761127
230,3.0,2.0,64.0,64.0,-0.10665481876004367
231,3.0,2.0,84.0,76.0,0.5159196043891138
232,3.0,2.0,79.0,67.0,-0.19071446271034653
233,2.0,1.0,55.0,55.0,-1.0043063605362377
234,1.0,1.0,38.5,30.0,-2.224446301328037
235,4.0,3.0,219.0,147.0,3.8660607235309836
236,3.0,2.0,94.0,88.0,0.7701760070760792
237,2.0,1.0,51.0,51.0,-1.2059879742844215
238,3.0,2.0,83.0,74.0,0.6594950080677725
239,1.0,1.0,39.0,34.0,-2.0494181489507985
240,5.0,4.0,106.0,94.0,3.0795240443058756
241,3.0,2.0,66.0,59.0,-0.08968053476906793
242,3.0,2.0,59.0,59.0,-0.290196163098923
243,1.0,1.0,27.0,23.0,-2.4971609981765712
244,3.0,2.0,153.0,76.0,0.9623352401387574
245,2.0,1.0,52.0,49.0,-1.3140978188413006
246,3.0,2.0,76.0,66.0,-0.10952149467261843
247,3.0,2.0,66.0,56.0,-0.22416057204843434
248,2.0,1.0,41.0,38.0,-1.6771807883199388
249,3.0,2.0,162.0,156.0,2.692061670440422
250,1.0,1.0,39.0,35.0,-2.056464228300408
251,2.0,1.0,53.0,50.0,-1.1948135792057795
252,3.0,2.0,61.0,56.0,-0.12460348838190406
253,3.0,2.0,75.0,71.0,0.4086385478278829
254,2.0,2.0,58.0,58.0,-0.6368598158796386
255,2.0,1.0,37.0,37.0,-1.5361859427967275
256,3.0,2.0,69.0,65.0,-0.2806959709473488
257,1.0,1.0,34.0,34.0,-2.1206958763909594
258,4.0,3.0,92.4,67.0,1.355452905911378
259,3.0,2.0,83.0,76.0,0.36036475431479975
260,5.0,1.0,202.0,202.0,3.600149835782224
261,2.0,1.0,33.0,32.0,-1.8531833298398515
262,2.0,1.0,48.0,44.0,-1.3910385044583693
263,3.0,2.0,71.0,61.0,-0.1378028057180214
264,2.0,1.0,27.0,27.0,-1.9839689644169836
265,1.0,1.0,52.2,32.0,-1.8454542821391795
266,1.0,1.0,34.0,30.0,-2.1864676840762116
267,4.0,2.0,78.0,74.0,0.533269072530386
268,4.0,3.0,147.0,147.0,3.7514165262850305
269,3.0,2.0,42.0,42.0,-0.5859560558751434
270,3.0,2.0,60.0,54.0,-0.22832399735562195
271,5.0,4.0,275.0,200.0,5.631365712621722
272,3.0,2.0,59.0,59.0,-0.2583950861426372
273,4.0,3.0,111.0,103.0,1.9696324498232336
274,4.0,3.0,144.0,137.0,3.99895310295976
275,2.0,1.0,42.0,37.0,-1.5761558272790717
276,1.0,1.0,41.0,35.0,-1.9680195912304046
277,2.0,1.0,47.0,47.0,-1.355834684815285
278,2.0,1.0,66.0,53.0,-0.8961679073337728
279,5.0,3.0,111.0,80.0,1.6893640471731832
280,4.0,3.0,78.0,78.0,1.0031881351141416
281,1.0,1.0,35.0,31.0,-2.2151581941168903
282,4.0,3.0,190.0,190.0,4.339974162643324
283,4.0,2.0,180.0,163.0,4.078057054842677
284,1.0,1.0,35.0,35.0,-2.047810961918839
285,3.0,2.0,73.0,65.0,0.673939543002502
286,3.0,2.0,65.0,52.0,-0.19136443890285934
287,1.0,1.0,34.0,31.0,-2.1927549497734393
288,2.0,1.0,42.0,35.0,-1.563419803355593
289,3.0,2.0,82.0,72.0,0.38486750812361403
290,3.0,2.0,84.0,59.0,0.45190985490307445
291,2.0,1.0,70.0,70.0,-0.6055323799512329
292,2.0,1.0,45.0,40.0,-1.4211085380818549
293,2.0,1.0,63.0,54.0,-0.47211805112318395
294,3.0,2.0,55.0,52.0,-0.41792466826640184
295,3.0,2.0,51.0,47.0,-0.3706923598415903
296,3.0,2.0,120.0,113.0,1.8872126243382192
297,3.0,2.0,65.0,62.0,0.021715152432651284
298,3.0,2.0,106.0,64.0,0.5462593646032339
299,4.0,3.0,178.0,100.0,2.816717993849529
300,4.0,3.0,141.0,141.0,2.9643069486951634
301,4.0,3.0,120.0,90.0,1.9344834753707194
302,2.0,1.0,49.0,45.0,-1.436695204576233
303,2.0,1.0,45.0,42.0,-1.2193946798749524
304,3.0,2.0,70.0,65.0,0.13369682086211962
305,3.0,2.0,53.0,53.0,-0.4568134504760123
306,3.0,2.0,59.0,59.0,-0.2737254611081015
307,3.0,2.0,62.0,59.0,-0.19685827931374
308,3.0,2.0,100.0,93.0,0.6551242640459136
309,3.0,2.0,77.0,75.0,0.1807209343693703
310,1.0,1.0,35.0,31.0,-2.1139602713276755
311,1.0,1.0,25.0,25.0,-2.4174396709578323
312,3.0,2.0,58.0,48.0,-0.418176149916193
313,2.0,1.0,47.0,40.0,-1.4542862040060556
314,1.0,1.0,21.0,21.0,-2.6274249533624565
315,2.0,1.0,46.0,43.0,-1.528862033972224
316,3.0,2.0,59.0,56.0,-0.1215781898626598
317,3.0,2.0,43.0,43.0,-0.7324621371644596
318,1.0,1.0,30.0,30.0,-2.2811955370816674
319,2.0,1.0,45.0,45.0,-1.5501500836000202
320,3.0,2.0,57.0,57.0,-0.36846306035809795
321,5.0,3.0,101.0,101.0,2.270801656494927
322,2.0,1.0,45.0,43.0,-1.3930251035173031
323,3.0,2.0,87.9,66.0,0.3284752548961916
324,2.0,1.0,57.0,52.0,-0.9593210192198447
325,1.0,1.0,22.0,22.0,-2.528659123654538
326,4.0,3.0,131.0,96.0,2.057521166670581
327,4.0,3.0,140.0,140.0,3.6670064735081374
328,1.0,1.0,48.0,45.0,-1.7413794309490642
329,3.0,2.0,49.0,47.0,-0.5931432652382533
330,3.0,2.0,113.0,80.0,1.1013961091541993
331,6.0,4.0,222.0,222.0,6.144641588636565
332,3.0,2.0,57.0,57.0,-0.08382186080247461
333,2.0,1.0,55.0,45.0,-1.3849927783283917
334,3.0,2.0,57.0,55.0,-0.30054337717171464
335,4.0,2.0,110.0,77.0,1.2419799255165136
336,2.0,1.0,32.0,30.0,-2.063210598859542
337,3.0,2.0,65.0,57.9,-0.0236933724220001
338,1.0,1.0,35.0,31.0,-2.1522599170050047
339,3.0,2.0,78.0,73.0,1.4082816061077963
340,3.0,2.0,87.0,69.0,0.4308162453099633
341,5.0,4.0,253.0,197.0,5.965995989903188
342,2.0,1.0,48.0,42.0,-1.3593753561557322
343,3.0,2.0,120.0,113.0,1.7992798341121579
344,5.0,3.0,95.0,90.0,2.1105646680998302
345,3.0,2.0,70.0,67.0,0.3369743137574241
346,3.0,2.0,59.0,59.0,-0.14331038825889553
347,2.0,1.0,41.0,41.0,-1.6206776083951175
348,2.0,1.0,39.0,35.0,-1.6842046354642748
349,5.0,3.0,148.0,145.0,3.529343462430101
350,4.0,3.0,142.0,123.0,3.7054591756241946
351,5.0,4.0,214.0,141.0,4.65308802327388
352,2.0,2.0,60.0,54.0,-0.5345070271902005
353,3.0,2.0,83.0,69.0,0.288402767830708
354,4.0,3.0,106.0,90.0,1.947310865724307
355,1.0,1.0,35.0,31.0,-2.2136130668565177
356,3.0,1.0,107.0,85.0,0.512679928765602
357,1.0,1.0,35.0,32.0,-2.092251731873602
358,3.0,2.0,49.0,49.0,-0.4958549667607532
359,3.0,2.0,53.0,52.0,-0.4145454590886822
360,2.0,1.0,70.0,49.0,-1.0566248952879642
361,4.0,2.0,78.0,78.0,0.5343018126197195
362,1.0,1.0,53.0,30.0,-2.0591083702669413
363,4.0,3.0,66.0,61.0,0.667448493891624
364,3.0,2.0,61.0,56.0,0.19518542908385836
365,3.0,2.0,77.0,64.0,0.13724467728109066
366,2.0,1.0,63.0,60.0,-0.6105334856973984
367,4.0,3.0,128.0,122.0,3.6419552546760907
368,2.0,1.0,60.0,58.0,-0.8635492629270617
369,3.0,2.0,60.0,53.0,-0.2997816209122182
370,4.0,4.0,138.0,120.0,2.986422415447511
371,2.0,1.0,30.0,30.0,-1.9408903777225368
372,3.0,2.0,57.0,55.0,-0.2548183262541627
373,3.0,2.0,76.0,75.0,0.10674757587387104
374,5.0,4.0,277.0,156.0,6.415207016939905
375,3.0,2.0,180.0,80.0,1.4745073449443924
376,7.0,7.0,118.0,118.0,5.211333302524295
377,1.0,1.0,29.0,29.0,-2.2344031326229845
378,2.0,1.0,32.0,32.0,-1.9430779818645871
379,2.0,1.0,30.0,30.0,-1.971180802110492
380,5.0,3.0,217.0,175.0,4.674806489867406
381,6.0,3.0,257.0,244.0,7.187264467529595
382,3.0,2.0,81.0,62.0,-0.027663479375432943
383,1.0,1.0,31.0,31.0,-2.3367356208918637
384,3.0,2.0,91.0,82.0,0.6704593111151611
385,3.0,2.0,115.0,90.0,0.9551253932023541
386,1.0,1.0,34.0,30.0,-2.328028799658425
387,5.0,3.0,210.0,200.0,5.678076326007056
388,2.0,1.0,75.0,75.0,0.04153453685550264
389,4.0,3.0,118.0,108.0,2.0081414690713926
390,2.0,1.0,50.0,45.0,-1.3997280806547028
391,2.0,1.0,36.0,35.0,-1.7642883071592945
392,1.0,1.0,34.7,30.0,-2.2877655942443
393,3.0,2.0,72.0,72.0,0.5207793571616719
394,4.0,3.0,108.0,100.0,2.5755719398382033
395,3.0,3.0,85.0,75.0,2.087498292480931
396,3.0,2.0,50.0,40.0,-0.7175288119586616
397,2.0,1.0,53.0,48.0,-1.1987477846170507
398,2.0,1.0,72.0,53.0,-1.210191884798983
399,2.0,1.0,49.0,44.0,-1.4643947646772326
400,3.0,3.0,237.0,153.0,3.363141894630417
401,4.0,3.0,86.0,80.0,1.0573970398290147
402,2.0,1.0,150.0,70.0,1.2879566978270942
403,4.0,3.0,220.0,117.0,3.073057116212524
404,1.0,1.0,44.4,35.0,-2.103021118136717
405,1.0,1.0,36.0,27.0,-2.232664209264567
406,2.0,1.0,55.0,50.0,-1.1620508439848665
407,2.0,1.0,69.5,45.0,-1.1384051621908144
408,1.0,1.0,36.0,32.0,-2.2606427555164537
409,2.0,1.0,50.0,38.0,-1.4117404643489493
410,1.0,1.0,47.0,40.0,-1.9627154579506563
411,2.0,1.0,50.0,43.0,-1.240871312912575
412,4.0,3.0,120.0,120.0,2.703366205563772
413,3.0,2.0,75.0,75.0,0.6081538041195425
414,2.0,1.0,57.0,45.0,-1.2426363314549473
415,3.0,2.0,95.0,71.0,0.15375781445890144
416,1.0,1.0,43.0,43.0,-1.9710239382110575
417,3.0,2.0,60.0,60.0,-0.14462043375940742
418,2.0,1.0,44.0,38.0,-1.460071541995733
419,2.0,1.0,38.0,38.0,-1.7205506976117246
420,1.0,1.0,36.0,35.0,-2.0568620411961733
421,3.0,2.0,99.5,70.0,0.5360751057208968
422,1.0,1.0,24.0,24.0,-2.487588150956245
423,2.0,1.0,44.0,44.0,-1.6374291394432345
424,3.0,2.0,83.0,64.1,1.1266674611413494
425,3.0,2.0,74.0,65.0,0.9858840957059332
426,5.0,3.0,115.0,115.0,3.048433121094305
427,3.0,2.0,94.6,81.0,0.4775059107105838
428,2.0,1.0,46.0,43.0,-1.2947650919204587
429,2.0,1.0,63.0,63.0,-1.1000493642858653
430,2.0,1.0,35.0,32.0,-1.6366375020822117
431,3.0,2.0,80.0,64.0,0.25847475761592426
432,2.0,1.0,65.0,55.0,-1.0867556982686777
433,1.0,1.0,50.0,50.0,-1.7399350077855313
434,3.0,2.0,89.0,46.0,-0.2936630129688421
435,2.0,1.0,50.0,45.0,-1.4627372995919832
436,2.0,1.0,61.0,58.0,-0.9228483175455517
437,4.0,5.0,180.0,162.0,4.2837019346164285
438,1.0,1.0,33.0,29.0,-2.2456881394643773
439,3.0,2.0,82.4,60.0,0.21644897881428557
440,2.0,1.0,52.0,42.0,-1.344529680708378
441,1.0,1.0,63.0,43.0,-1.6782527026214067
442,4.0,3.0,109.0,101.0,2.4523017692015663
443,2.0,1.0,40.0,40.0,-1.6570151968309907
444,3.0,2.0,54.0,54.0,-0.29697599853352147
445,3.0,2.0,75.0,68.0,0.2211873261995348
446,4.0,3.0,144.4,100.0,2.7928115206762065
447,2.0,1.0,56.0,47.0,-1.0846583831231
448,4.0,3.0,106.0,98.0,2.2022202217549203
449,3.0,2.0,63.0,59.0,-0.09034010794816587
450,3.0,2.0,77.0,70.0,0.2762109582144952
451,2.0,1.0,44.0,41.0,-1.481039019069771
452,2.0,1.0,49.0,46.0,-1.547240742227322
453,3.0,2.0,65.0,61.5,-0.10477957725884196
454,2.0,1.0,46.0,41.0,-1.3443951611880045
455,2.0,1.0,44.0,44.0,-1.5850435878313043
456,4.0,3.0,117.0,110.0,2.7091289788550976
457,4.0,2.0,92.0,92.0,1.1924466791390702
458,3.0,2.0,103.0,91.0,1.4832660561483972
459,2.0,1.0,47.0,42.0,-1.1066124414318235
460,4.0,3.0,122.0,122.0,2.4140437765568574
461,2.0,1.0,34.0,34.0,-1.7451281999089
462,2.0,1.0,31.0,31.0,-1.8818947321547583
463,2.0,1.0,45.0,38.0,-1.6636428354317845
464,4.0,3.0,103.0,98.0,1.9745978237327302
465,2.0,1.0,26.0,26.0,-2.1457683220192094
466,3.0,2.0,68.0,65.0,0.21572205690530788
467,3.0,2.0,76.0,60.0,0.2023707274402573
468,2.0,1.0,56.0,50.0,-1.2445801313976663
469,3.0,2.0,71.0,65.2,0.12810651996255099
470,3.0,2.0,144.2,105.0,1.8708614750057915
471,3.0,2.0,56.0,54.0,-0.33803142721854146
472,1.0,1.0,45.0,34.0,-1.7994532664084735
473,2.0,1.0,52.0,52.0,-1.163960496826553
474,3.0,2.0,86.3,60.0,0.1961563937338611
475,3.0,2.0,181.0,116.0,2.1203470283237285
476,4.0,3.0,174.0,167.0,4.23271766565761
477,2.0,1.0,68.0,64.0,-0.6553267677316842
478,3.0,2.0,65.0,59.0,0.19876506304801578
479,2.0,1.0,38.0,38.0,-1.7373944240427022
480,4.0,3.0,151.0,130.0,4.1422366355457
481,5.0,3.0,155.0,155.0,4.020929968700419
482,1.0,1.0,36.0,31.0,-2.113257710142396
483,1.0,1.0,22.0,22.0,-2.512331322683976
484,2.0,1.0,34.0,34.0,-1.8269998524973854
485,3.0,2.0,69.0,63.0,0.14972755813326577
486,7.0,4.0,275.0,242.0,8.359860251107856
487,3.0,2.0,77.0,62.7,0.1338678692830947
488,2.0,1.0,44.0,40.0,-1.5170532269358894
489,1.0,1.0,33.0,30.0,-2.3245625636460607
490,1.0,1.0,55.0,55.0,-1.8723727489865756
491,3.0,2.0,65.0,57.0,-0.16716079083395058
492,2.0,1.0,141.0,100.0,1.5010689301525146
493,2.0,1.0,57.0,43.0,-1.1619466858355711
494,5.0,4.0,152.0,125.0,3.630956622420067
495,2.0,1.0,59.0,50.0,-0.8113046236208633
496,2.0,1.0,65.0,48.0,-1.2979594403292893
497,2.0,1.0,50.0,45.0,-1.3386426750674825
498,2.0,1.0,85.0,45.0,-1.029937290788444
499,3.0,2.0,87.0,73.0,0.6111988854414705
500,1.0,1.0,42.0,37.0,-1.9523538097648636
501,1.0,1.0,47.0,40.0,-1.9913943831021907
502,4.0,4.0,114.0,103.0,2.909896523040667
503,1.0,1.0,33.0,28.0,-2.1563779976879456
504,2.0,1.0,49.0,42.0,-1.411713169253108
505,2.0,1.0,45.0,40.0,-1.689464975945043
506,3.0,1.0,87.0,84.0,0.12822801377062643
507,2.0,1.0,56.0,30.0,-1.6814744000615494
508,3.0,2.0,53.0,53.0,-0.4687342861875087
509,2.0,1.0,49.0,41.0,-1.4981423342359028
510,6.0,4.0,304.0,161.0,6.508939916602173
