,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1,tiene_cochera,tiene_parrilla,tiene_pileta,tiene_terraza,expensas
17786,3.0,2.0,70.0,57.0,-0.1451688152711231,0,0,0,0,
17787,4.0,3.0,125.0,125.0,2.5437370589362125,1,0,0,0,Con expensas
17788,1.0,1.0,31.0,31.0,-2.2241571333838124,0,0,0,0,
17789,3.0,2.0,57.0,57.0,-0.3197714980617835,0,0,0,0,
17790,3.0,2.0,60.0,55.0,-0.0982240080045567,1,1,0,1,Bajas expensas
17791,1.0,1.0,36.0,31.0,-2.19002290575396,0,0,0,1,Con expensas
17792,4.0,3.0,206.0,131.0,3.279522647922387,1,1,0,0,
17793,2.0,1.0,33.0,33.0,-1.7854739079528654,0,0,0,0,Con expensas
17794,3.0,2.0,94.0,77.0,0.6288705431032613,0,1,0,1,
17795,4.0,3.0,116.0,88.6,2.0263260551660167,0,1,0,1,Con expensas
17796,4.0,3.0,141.0,141.0,4.030111500937421,1,1,1,1,
17797,5.0,4.0,185.0,106.0,4.032780043313985,0,1,0,1,
17798,3.0,2.0,68.0,65.0,0.1601619971838494,1,0,1,0,Con expensas
17799,2.0,1.0,35.0,35.0,-1.638478753943221,0,0,0,0,
17800,2.0,1.0,43.0,37.0,-1.6744638162609833,0,0,0,0,Bajas expensas
17801,3.0,2.0,59.0,54.0,-0.2782033761813287,1,1,1,0,Con expensas
17802,4.0,3.0,198.0,100.0,2.8346956888846715,0,0,0,1,Con expensas
17803,5.0,1.0,120.0,112.0,1.7125391953828888,1,0,0,0,
17804,6.0,4.0,217.0,200.0,5.872642547984847,0,1,1,1,
17805,4.0,3.0,96.0,71.0,1.592478875124091,0,1,1,1,Con expensas
17806,3.0,2.0,46.1,45.0,-0.7311344506693648,0,0,0,1,
17807,2.0,1.0,40.0,34.0,-1.7202527978397868,0,0,0,1,Con expensas
17808,1.0,1.0,37.0,34.0,-2.1627699624584102,1,0,0,0,
17809,2.0,1.0,47.0,42.0,-1.342925685788753,0,0,0,1,Con expensas
17810,3.0,2.0,123.0,65.0,0.5176181766022098,0,0,0,1,Con expensas
17811,3.0,2.0,70.0,70.0,0.0047571298343545,0,0,0,1,Bajas expensas
17812,3.0,2.0,69.0,55.0,-0.1255760153116777,0,0,0,1,Con expensas
17813,3.0,2.0,111.8,110.0,0.9092576373660112,0,0,0,0,Con expensas
17814,2.0,2.0,57.0,57.0,-0.6572702452466443,0,0,0,0,
17815,2.0,1.0,51.0,49.0,-1.3524625652841415,0,0,1,1,Con expensas
17816,3.0,2.0,80.0,71.0,0.1776995043659198,1,0,1,0,
17817,3.0,2.0,77.0,70.0,0.2136299432651502,0,0,0,0,
17818,3.0,2.0,139.0,58.0,0.3106998289125368,0,1,0,1,
17819,2.0,1.0,51.0,40.0,-1.4216175491944036,1,0,0,0,
17820,2.0,1.0,49.0,45.0,-1.3113536156386345,1,1,0,0,
17821,4.0,3.0,90.0,68.0,1.1354174662649406,0,0,0,1,Bajas expensas
17822,3.0,1.0,55.0,48.0,-0.9451218026606552,0,1,0,0,Con expensas
17823,1.0,1.0,22.0,22.0,-2.5973600037683973,1,0,0,0,
17824,3.0,2.0,96.0,89.0,1.2101798640670751,1,0,0,1,Con expensas
17825,1.0,1.0,42.0,37.0,-2.0500469211199266,1,1,1,1,
17826,3.0,2.0,75.0,60.0,-0.018593519486088,0,0,0,0,
17827,4.0,3.0,96.0,96.0,1.9078129109240167,0,0,0,1,Bajas expensas
17828,6.0,4.0,160.0,140.0,3.9286109273116177,0,0,0,1,
17829,2.0,1.0,44.0,34.0,-1.631050103117634,0,0,0,0,Con expensas
17830,4.0,3.0,105.0,98.0,2.3264220191447365,1,0,0,1,
17831,2.0,1.0,85.0,76.0,-0.3789383594263162,0,1,0,0,Sin expensas
17832,2.0,1.0,40.0,38.0,-1.7181662540174047,0,0,0,0,
17833,5.0,4.0,140.0,132.0,4.479131209422595,1,0,0,0,Con expensas
17834,3.0,2.0,78.0,67.0,0.0588574256934223,0,0,0,1,Con expensas
17835,2.0,1.0,39.0,35.0,-1.5307170657944624,0,1,0,0,
17836,2.0,1.0,44.0,40.0,-1.5984960953479537,1,1,0,1,Con expensas
17837,2.0,1.0,75.6,66.0,-0.9087319276436386,0,0,0,0,Bajas expensas
17838,4.0,3.0,151.0,123.0,2.794918717927527,1,0,0,1,
17839,1.0,1.0,39.0,35.0,-2.130030046029718,0,1,0,0,
17840,2.0,1.0,44.0,42.6,-1.517589625818303,0,0,0,0,
17841,2.0,1.0,46.0,39.0,-1.266618264728163,0,0,0,0,
17842,3.0,2.0,48.0,48.0,-0.4369019473288579,0,0,0,1,
17843,4.0,2.0,108.0,108.0,1.903021035444333,0,0,0,0,Con expensas
17844,1.0,1.0,42.0,35.0,-1.8271771810811608,1,1,1,0,
17845,2.0,1.0,70.0,58.0,-0.9927489175409744,1,1,0,1,
17846,4.0,2.0,97.0,87.0,1.1146760172844974,0,0,0,0,
17847,4.0,3.0,123.0,28.0,1.6520731912071784,1,1,0,1,Con expensas
17848,3.0,2.0,105.0,65.0,0.3205068603230199,0,0,0,1,Sin expensas
17849,5.0,2.0,134.0,79.0,1.5148107027371764,0,0,0,1,
17850,3.0,2.0,110.0,110.0,1.0775021155469506,1,1,1,1,
17851,3.0,2.0,142.0,100.0,1.3372407430844933,0,1,0,0,
17852,3.0,2.0,103.0,80.5,1.118758103803003,1,0,1,1,
17853,2.0,1.0,50.0,45.0,-1.311639500322828,0,0,0,0,Con expensas
17854,1.0,1.0,32.0,30.0,-2.0873985049453205,0,0,1,1,Con expensas
17855,3.0,2.0,57.0,57.0,-0.4070680608214971,0,0,0,0,Bajas expensas
17856,1.0,1.0,34.0,34.0,-2.244953012022344,0,0,0,1,Bajas expensas
17857,1.0,1.0,21.0,17.0,-2.5746328566745773,0,1,0,1,Bajas expensas
17858,1.0,1.0,54.0,49.0,-1.5770795134450817,1,0,1,1,Con expensas
17859,2.0,1.0,107.0,97.0,0.4349910420983667,0,0,0,0,
17860,1.0,1.0,34.0,34.0,-2.1880534815941024,0,1,1,0,Con expensas
17861,3.0,2.0,105.0,100.0,1.201054087610549,0,0,0,0,
17862,2.0,1.0,41.0,41.0,-1.761529985079784,0,0,0,0,
17863,7.0,3.0,198.0,180.0,5.653235554450805,0,0,0,1,
17864,3.0,2.0,42.0,38.0,-0.7875556210392061,0,0,0,1,
17865,1.0,1.0,37.0,35.0,-2.1266199011153835,0,1,1,0,
17866,3.0,2.0,122.0,80.0,1.5241472843479476,1,1,1,1,Con expensas
17867,3.0,2.0,136.0,118.0,1.6676300097811696,0,1,0,1,Sin expensas
17868,3.0,2.0,72.0,68.0,0.0694753692844816,0,0,0,1,
17869,8.0,4.0,310.0,220.0,7.90636375586727,0,1,0,1,Con expensas
17870,1.0,1.0,44.0,40.0,-2.044071146459406,0,0,0,0,Con expensas
17871,2.0,1.0,44.0,37.0,-1.644212268936603,0,0,0,1,Sin expensas
17872,4.0,3.0,105.0,95.0,2.0582446528970704,1,0,0,1,Con expensas
17873,4.0,3.0,166.0,112.0,3.003439213767172,1,1,0,0,
17874,1.0,1.0,32.0,30.0,-2.3066138300747694,1,0,0,0,Bajas expensas
17875,2.0,1.0,47.0,44.0,-1.5081703603694006,0,0,0,1,Con expensas
17876,4.0,3.0,119.0,104.0,2.7146858818096447,0,0,0,1,Con expensas
17877,1.0,1.0,37.0,37.0,-2.0599639929708307,0,0,0,0,
17878,3.0,2.0,74.0,67.0,0.1352716706580088,1,0,0,1,Con expensas
17879,2.0,1.0,46.0,45.0,-1.4054667875366191,0,0,0,0,Con expensas
17880,3.0,1.0,57.0,42.0,-0.8615948646288454,0,1,0,1,
17881,5.0,3.0,153.0,144.0,3.017585197815534,0,1,0,0,Sin expensas
17882,3.0,2.0,64.0,64.0,0.2339950077959115,1,1,1,0,
17883,2.0,1.0,93.0,62.0,-0.8052773506956729,0,0,0,1,Sin expensas
17884,2.0,1.0,48.0,42.0,-1.2998288750789202,0,0,0,0,
17885,5.0,4.0,195.0,170.0,5.253368877594402,0,1,0,1,Con expensas
17886,2.0,1.0,46.0,41.0,-1.6111558564859438,0,0,0,1,
17887,4.0,3.0,157.0,135.0,3.4826511616759346,1,1,0,1,
17888,2.0,1.0,55.0,52.0,-1.2815675414580163,1,1,0,1,
17889,2.0,1.0,48.0,40.0,-1.643676704698101,0,0,1,1,Con expensas
17890,4.0,3.0,77.0,77.0,1.034506501923495,0,0,0,0,Con expensas
17891,3.0,2.0,82.0,71.0,0.3249325775708234,0,0,0,0,
17892,1.0,1.0,37.0,37.0,-2.045320690939096,1,0,0,0,
17893,2.0,1.0,44.0,44.0,-1.2283752403594987,1,0,0,1,Con expensas
17894,2.0,1.0,69.0,35.0,-1.4389658237921772,0,0,0,0,
17895,4.0,3.0,170.0,150.0,3.218837796522834,0,1,0,1,Sin expensas
17896,3.0,2.0,45.0,44.0,-0.8212815026279113,0,0,0,0,Bajas expensas
17897,3.0,2.0,94.0,84.0,0.7061150265547474,0,0,0,0,
17898,3.0,2.0,60.0,50.0,-0.2008574262638768,1,0,0,0,Con expensas
17899,6.0,5.0,263.5,250.0,7.346743764223089,0,0,0,1,
17900,1.0,1.0,38.0,35.0,-2.187403158326552,1,1,0,1,
17901,2.0,1.0,55.0,55.0,-0.933247140774654,1,0,0,1,
17902,2.0,1.0,53.0,47.0,-1.308147199224076,0,0,0,1,
17903,2.0,1.0,43.0,43.0,-1.4417875510803344,0,1,1,0,
17904,5.0,3.0,222.0,199.0,5.345468004434905,1,0,0,0,
17905,3.0,2.0,61.0,55.0,-0.3889572919119075,0,1,0,0,Con expensas
17906,4.0,3.0,121.0,113.0,2.512267175420581,0,0,0,1,
17907,3.0,2.0,70.0,70.0,0.95552043580715,0,0,0,0,Con expensas
17908,6.0,4.0,215.7,198.0,5.702730570137258,1,0,0,1,
17909,2.0,1.0,138.0,78.0,-0.0752042531481651,0,0,0,1,Sin expensas
17910,5.0,3.0,183.0,180.0,4.89051537836953,0,1,0,1,Bajas expensas
17911,1.0,1.0,37.0,37.0,-1.9419678536364111,0,1,0,0,
17912,2.0,1.0,38.0,36.0,-1.6924780380125006,1,0,0,0,Con expensas
17913,3.0,2.0,83.5,64.0,0.212938765670148,0,0,0,1,
17914,2.0,1.0,58.0,58.0,-1.131837460380832,0,0,0,0,
17915,4.0,3.0,125.0,125.0,2.446907184965586,1,0,0,0,
17916,4.0,3.0,145.0,130.0,3.620159849595936,1,1,1,0,Con expensas
17917,1.0,1.0,37.0,34.0,-2.139707426185956,1,1,0,1,Bajas expensas
17918,1.0,1.0,46.0,37.0,-1.9338955668785949,1,1,0,1,Con expensas
17919,2.0,1.0,64.0,62.0,-0.0994936681754806,1,0,1,0,
17920,1.0,1.0,33.0,30.0,-2.169676436721531,0,0,1,1,
17921,2.0,1.0,58.0,34.0,-1.6206893197295584,0,0,0,0,Con expensas
17922,3.0,2.0,67.0,65.0,0.0808138205211448,0,1,0,0,Con expensas
17923,1.0,1.0,53.0,49.0,-1.814770999548364,0,0,0,0,
17924,2.0,1.0,49.0,46.0,-1.3197998200417949,1,1,0,1,
17925,1.0,1.0,32.0,28.0,-2.330125027469369,0,1,0,1,
17926,2.0,1.0,49.0,40.0,-1.3183026231593644,0,1,1,1,Con expensas
17927,1.0,1.0,45.0,44.0,-1.853766053948654,0,1,0,0,
17928,3.0,2.0,55.0,55.0,-0.2458552299546076,0,0,0,0,
17929,4.0,3.0,150.0,130.0,3.402738430273568,1,0,0,1,Con expensas
17930,3.0,2.0,84.0,78.0,0.1205022167373744,0,0,0,0,Con expensas
17931,2.0,1.0,37.0,33.0,-1.7952649398442102,0,0,0,0,
17932,1.0,1.0,40.0,35.0,-2.1229861991606804,0,0,0,0,
17933,2.0,1.0,36.0,36.0,-1.7875409234145705,0,0,0,0,Con expensas
17934,4.0,3.0,120.0,100.0,2.5477857110673643,1,0,0,0,Con expensas
17935,2.0,1.0,43.0,38.0,-1.6170414635438757,0,0,1,0,
17936,5.0,3.0,216.7,200.0,4.769741396708768,0,0,0,0,
17937,2.0,1.0,47.0,38.0,-1.4424384943478423,0,0,0,0,Con expensas
17938,4.0,3.0,101.0,101.0,1.6525550220922771,0,0,0,0,
17939,5.0,4.0,166.0,146.0,4.274563395192416,0,0,0,0,
17940,2.0,1.0,52.0,40.0,-1.4289824697267408,1,0,0,0,
17941,3.0,2.0,79.0,72.0,0.3788222155342013,0,0,1,0,
17942,1.0,1.0,33.0,30.0,-2.3285357845951986,0,0,0,0,
17943,2.0,1.0,40.0,40.0,-1.621475685157382,1,0,0,0,Con expensas
17944,3.0,2.0,51.0,51.0,-0.45769976071543,0,0,0,0,
17945,7.0,4.0,173.0,140.0,4.645767778573927,1,0,0,1,
17946,4.0,3.0,210.0,100.0,3.787878844459193,0,1,1,1,Con expensas
17947,1.0,1.0,55.0,46.0,-1.5156888309690195,1,1,1,1,Bajas expensas
17948,3.0,2.0,58.0,53.0,-0.2482482272626741,0,0,1,1,Con expensas
17949,3.0,2.0,68.0,61.0,0.1085034015926361,1,1,0,1,Con expensas
17950,3.0,2.0,117.0,85.0,0.6502276379427522,0,0,0,1,Con expensas
17951,4.0,3.0,145.0,145.0,3.295693983186242,1,0,0,1,Con expensas
17952,5.0,4.0,172.0,165.0,5.164113471607085,1,0,0,0,
17953,2.0,1.0,66.0,53.0,-1.0585151313417442,1,1,0,0,
17954,2.0,1.0,57.3,42.0,-1.3569163902067782,0,0,1,1,
17955,2.0,1.0,66.0,61.0,-1.08980647771924,0,0,0,0,Con expensas
17956,3.0,2.0,62.0,59.0,-0.2350848368356677,0,0,0,0,
17957,3.0,2.0,79.0,72.0,0.4254793540281495,0,0,1,0,
17958,4.0,3.0,102.0,88.0,1.9033855145372185,1,1,1,1,
17959,2.0,1.0,45.0,39.0,-1.520815736954988,0,1,1,1,Con expensas
17960,4.0,3.0,86.0,86.0,1.529077724485935,0,0,0,0,
17961,3.0,2.0,59.3,45.0,-0.4479524952137742,0,0,0,0,
17962,3.0,2.0,82.0,71.0,0.3818840405037959,0,0,0,1,
17963,2.0,1.0,64.0,43.0,-1.2449525198955227,0,0,0,0,
17964,3.0,2.0,53.0,53.0,-0.4585011694895083,0,0,0,0,
17965,1.0,1.0,58.0,47.0,-1.986331640754396,0,0,0,1,
17966,1.0,1.0,18.0,18.0,-2.6511051069447755,0,0,0,0,Bajas expensas
17967,3.0,2.0,63.0,53.0,-0.2838075045546188,0,0,0,1,
17968,2.0,1.0,56.0,46.0,-1.3419169281824477,0,1,0,1,Bajas expensas
17969,2.0,1.0,82.0,55.0,-0.8307954386707959,1,0,0,1,
17970,5.0,4.0,175.0,157.0,4.94250560638236,0,0,0,1,Bajas expensas
17971,6.0,5.0,250.0,250.0,8.414159959899646,0,1,1,0,Con expensas
17972,2.0,1.0,89.0,49.0,-1.0323317217534311,0,0,0,1,Con expensas
17973,5.0,3.0,187.0,176.0,4.562638266969112,0,0,0,0,
17974,3.0,2.0,62.2,58.0,-0.3467956854568765,0,0,0,0,Sin expensas
17975,2.0,1.0,59.0,42.0,-1.2600610410786248,0,0,0,1,
17976,5.0,3.0,202.0,100.0,2.9626186783543926,1,1,0,1,
17977,3.0,2.0,53.0,53.0,-0.4086362074872075,0,0,0,0,
17978,3.0,2.0,90.0,90.0,0.9470462835344048,1,0,0,0,Bajas expensas
17979,6.0,4.0,188.0,172.0,5.052279960648439,0,0,0,1,Con expensas
17980,3.0,2.0,59.0,54.0,-0.2489712458855635,1,0,0,0,
17981,2.0,1.0,65.0,56.0,-0.9092493252287586,0,1,0,0,
17982,1.0,1.0,35.0,31.0,-2.0910385969735508,0,0,0,0,Con expensas
17983,3.0,1.0,70.0,50.0,-0.6062982524753036,0,1,0,1,
17984,3.0,2.0,56.0,53.0,-0.2494798590092785,0,0,0,0,
17985,4.0,3.0,185.0,115.0,3.0328917973656835,0,0,0,1,Con expensas
17986,3.0,2.0,272.0,73.0,2.532293053287816,0,0,0,0,Con expensas
17987,3.0,2.0,81.0,72.0,0.5500352478441858,1,1,1,0,Con expensas
17988,2.0,1.0,47.0,40.0,-1.561353439406023,1,0,0,1,
17989,3.0,2.0,71.0,68.0,0.2708734838689597,1,0,0,0,Con expensas
17990,5.0,3.0,181.0,181.0,4.884911263077963,0,0,0,0,Con expensas
17991,2.0,1.0,40.0,40.0,-1.665473343402759,0,0,0,0,
17992,2.0,1.0,70.0,66.0,-0.8902184807787215,0,0,0,1,Con expensas
17993,2.0,1.0,56.0,48.0,-1.3227017433669106,0,0,0,1,Con expensas
17994,2.0,1.0,65.0,59.0,-1.060074711953563,1,1,1,1,
17995,3.0,2.0,81.0,61.0,0.2366284101449652,1,0,1,1,Con expensas
17996,1.0,1.0,38.0,34.0,-2.110446528735913,0,1,0,0,
17997,1.0,1.0,37.0,33.0,-2.0529609483612963,0,0,0,1,
17998,7.0,4.0,254.0,192.0,7.346509359647607,1,0,0,0,
17999,3.0,2.0,100.0,100.0,0.7589192679625927,0,0,0,0,
18000,2.0,1.0,40.0,37.0,-1.7337649034391305,0,0,0,0,
18001,4.0,2.0,111.9,75.0,1.425967476376264,0,1,1,1,
18002,1.0,1.0,36.0,34.0,-2.090433649446186,1,1,0,1,
18003,2.0,1.0,69.5,45.0,-1.0767455349196702,0,0,0,1,Con expensas
18004,2.0,1.0,55.0,50.0,-0.9140851395207168,1,1,1,0,
18005,3.0,2.0,54.0,49.0,-0.4643646828280839,0,0,0,1,Bajas expensas
18006,2.0,1.0,30.0,30.0,-1.929569283293763,0,0,0,1,Bajas expensas
18007,1.0,1.0,37.0,33.0,-1.9815453326206192,1,0,0,0,Con expensas
18008,3.0,2.0,72.0,63.0,-0.138604797729921,0,1,0,1,Sin expensas
18009,2.0,1.0,34.0,34.0,-1.828959880191962,0,0,0,0,
18010,3.0,2.0,60.0,57.0,-0.1861243360200043,0,0,0,1,
18011,1.0,1.0,37.0,37.0,-2.0820523694087334,1,1,0,0,
18012,2.0,1.0,33.0,33.0,-1.9404193349543988,0,0,0,0,
18013,3.0,2.0,67.0,58.0,0.0394162134844695,0,0,0,0,
18014,1.0,1.0,40.8,28.0,-2.154513401494024,0,0,0,0,
18015,2.0,1.0,51.0,51.0,-1.2689593804308432,0,0,0,0,
18016,2.0,1.0,70.0,50.0,-1.0550344486525562,0,0,0,0,
18017,2.0,1.0,34.0,34.0,-1.8613245049973763,0,0,0,0,
18018,1.0,1.0,42.0,32.0,-2.1012631826550026,0,1,0,1,
18019,1.0,1.0,40.0,34.0,-2.1569013562074475,1,1,0,1,
18020,5.0,3.0,160.0,138.0,3.6433685920305954,0,1,0,0,Sin expensas
18021,1.0,1.0,21.0,21.0,-2.579451226035008,0,1,1,0,Bajas expensas
18022,4.0,3.0,212.0,176.0,4.692286511794803,0,1,0,0,
18023,4.0,3.0,91.0,85.0,1.4468328812700495,0,0,0,0,Con expensas
18024,3.0,2.0,67.0,67.0,0.0744328092431979,0,0,0,0,Con expensas
18025,2.0,1.0,56.0,51.0,-1.2934981284207787,1,0,0,0,Con expensas
18026,3.0,1.0,60.0,59.0,-0.2225920339540145,1,0,0,0,
18027,3.0,3.0,166.0,166.0,3.305329479014408,0,0,0,1,
18028,4.0,3.0,120.0,100.0,1.7448376047860938,0,0,0,0,
18029,3.0,2.0,210.0,200.0,4.710275838412016,0,0,1,1,Con expensas
18030,3.0,2.0,77.0,74.0,0.4205491004045072,0,0,0,1,Con expensas
18031,2.0,1.0,29.0,29.0,-1.994742175630345,0,0,0,0,
18032,1.0,1.0,42.0,37.0,-2.0458697047265737,0,1,1,1,
18033,1.0,1.0,34.0,30.0,-2.2612480094840497,0,1,0,1,Con expensas
18034,4.0,2.0,93.0,81.0,0.9104183097143452,0,0,0,1,Con expensas
18035,3.0,3.0,70.0,67.0,0.4609562020509636,0,0,0,0,
18036,1.0,1.0,33.0,30.0,-2.1783579165360223,0,1,1,1,
18037,4.0,3.0,147.0,106.0,3.205311502149072,1,1,1,1,Bajas expensas
18038,3.0,2.0,73.0,61.0,0.2492983916946343,1,0,1,1,Con expensas
18039,2.0,1.0,51.0,42.0,-1.422089922089672,1,0,0,1,Con expensas
18040,2.0,1.0,52.0,52.0,-1.3796325801094016,0,0,0,0,
18041,3.0,2.0,67.0,67.0,-0.1297539519981334,0,0,0,0,
18042,3.0,2.0,153.0,153.0,3.0319145541762977,0,0,1,0,
18043,3.0,2.0,74.0,69.0,0.45324870746764,1,0,0,0,
18044,3.0,2.0,118.0,109.0,1.4376297684402837,0,0,0,0,
18045,4.0,2.0,90.0,78.0,1.08062705311914,1,1,0,1,
18046,4.0,3.0,122.0,114.0,2.889776226954728,1,1,0,0,
18047,1.0,1.0,62.0,34.0,-1.83715599241705,1,0,0,1,Bajas expensas
18048,3.0,2.0,92.0,80.0,0.775901627510353,1,0,0,1,
18049,4.0,4.0,174.0,174.0,4.935532129702134,1,0,0,0,Con expensas
18050,6.0,5.0,110.0,110.0,3.653722162637513,0,0,0,1,
18051,2.0,1.0,44.0,41.0,-1.5392465457962958,0,1,0,1,Con expensas
18052,1.0,1.0,33.0,28.0,-2.2761615965834587,1,1,0,1,Con expensas
18053,3.0,2.0,87.0,69.0,0.2340474285164927,0,0,0,0,
18054,1.0,1.0,36.0,32.0,-2.031242828650008,0,0,0,1,
18055,3.0,2.0,70.0,58.0,-0.0601905343030594,1,1,0,1,
18056,3.0,2.0,72.0,57.5,0.3250438218677547,1,0,1,0,
18057,2.0,1.0,32.0,32.0,-1.855167597281877,0,0,0,0,Con expensas
18058,3.0,2.0,110.0,50.0,0.4457666726915653,1,0,1,0,
18059,4.0,3.0,100.0,70.0,1.1745152631315294,0,0,0,0,Sin expensas
18060,1.0,1.0,33.0,29.0,-2.2368547421146534,0,1,0,1,Bajas expensas
18061,2.0,1.0,40.0,35.0,-1.6590716831247867,0,0,0,0,
18062,2.0,1.0,68.0,44.0,-1.114332243536196,1,0,0,1,Con expensas
18063,3.0,2.0,84.0,57.0,-0.1105399275006965,0,0,0,0,Sin expensas
18064,1.0,1.0,34.0,34.0,-2.030653847313554,0,1,1,1,Con expensas
18065,3.0,2.0,98.0,74.0,0.3555020292144689,0,0,0,1,Sin expensas
18066,4.0,3.0,152.0,98.0,2.2978090229674897,0,0,0,1,Sin expensas
18067,1.0,1.0,25.0,23.0,-2.543205047925263,0,0,0,1,Con expensas
18068,2.0,1.0,75.0,38.0,-1.2292647415259794,0,0,0,1,
18069,3.0,2.0,108.0,62.0,0.5789629685891563,0,1,0,0,
18070,4.0,3.0,82.0,76.0,1.1179986524180388,0,0,0,0,Con expensas
18071,3.0,2.0,71.0,63.0,0.0616472608208498,0,0,0,1,
18072,4.0,3.0,114.0,96.0,1.8627861531547727,0,0,0,1,
18073,2.0,1.0,37.0,37.0,-1.7371945974282743,1,0,0,1,Bajas expensas
18074,3.0,2.0,68.0,68.0,-0.0857977831461412,0,0,0,1,
18075,1.0,1.0,33.0,33.0,-2.1983769039385743,0,0,0,1,
18076,6.0,4.0,196.2,150.0,5.455480631961909,1,0,0,0,
18077,3.0,2.0,85.0,72.0,0.4095681879929485,0,0,1,1,Bajas expensas
18078,1.0,1.0,48.0,45.0,-1.670214799367393,0,0,1,1,Con expensas
18079,4.0,3.0,101.0,98.0,1.7630800991190956,0,0,0,1,Bajas expensas
18080,2.0,1.0,47.0,47.0,-1.4135516827600292,0,0,0,0,
18081,2.0,1.0,40.0,37.0,-1.6315482358431022,0,0,0,0,
18082,5.0,2.0,218.0,211.0,4.258413610973101,0,0,0,1,Con expensas
18083,3.0,2.0,67.4,63.0,-0.1726599430633974,0,0,0,1,
18084,1.0,1.0,36.0,33.0,-2.058835098929153,0,1,0,1,Con expensas
18085,4.0,3.0,198.0,142.0,3.271115265154193,1,1,0,1,Con expensas
18086,4.0,3.0,90.0,90.0,1.5038746890412096,0,0,0,1,
18087,2.0,1.0,65.0,37.0,-1.1540970157659518,0,0,0,1,Sin expensas
18088,3.0,2.0,64.0,59.0,-0.0547056832856006,0,1,0,1,Con expensas
18089,2.0,1.0,47.0,41.0,-1.4165004638270773,1,1,1,1,
18090,3.0,2.0,53.0,53.0,-0.6203332241909446,0,0,0,0,Con expensas
18091,6.0,4.0,178.0,178.0,5.602523322831021,1,0,0,0,Con expensas
18092,3.0,2.0,59.0,59.0,-0.1124582591349825,1,0,0,0,
18093,2.0,1.0,49.0,44.0,-1.469156019448413,0,0,0,1,
18094,3.0,2.0,54.0,52.0,-0.347897109520126,0,0,0,1,
18095,2.0,1.0,29.0,29.0,-1.9439210200670665,0,0,0,0,Con expensas
18096,2.0,1.0,58.2,40.0,-1.400573860533736,0,0,0,0,
18097,3.0,2.0,145.0,65.0,0.7055569610399753,0,0,0,1,Con expensas
18098,2.0,1.0,105.0,70.0,-0.3221053159169263,0,1,0,1,Bajas expensas
18099,4.0,3.0,76.0,72.0,1.1233139647712689,1,0,0,0,Con expensas
18100,1.0,1.0,37.3,28.0,-2.2633449039671816,0,0,0,0,
18101,4.0,3.0,123.0,115.0,2.686579583186867,0,0,0,0,
18102,5.0,3.0,160.0,141.0,4.308698612448134,1,0,0,0,Bajas expensas
18103,3.0,2.0,70.0,67.0,0.3645430035280497,1,0,0,0,
18104,2.0,1.0,53.0,49.0,-1.3795485403023515,0,0,1,0,Con expensas
18105,3.0,2.0,91.0,86.0,0.4290155159983381,0,1,0,1,
18106,2.0,1.0,45.0,45.0,-1.4342871068654783,0,0,0,0,Con expensas
18107,2.0,1.0,30.0,30.0,-1.9715779342668172,0,0,0,0,
18108,4.0,3.0,112.6,100.0,1.9138124346981853,0,1,0,1,
18109,2.0,1.0,47.0,41.0,-1.4708397764547525,1,1,1,0,
18110,3.0,3.0,178.0,132.0,2.5268923598219217,0,0,0,1,
18111,2.0,1.0,48.0,45.0,-1.343879493185702,0,1,0,1,
18112,4.0,3.0,120.0,79.0,1.8523680693082103,0,1,1,1,Con expensas
18113,4.0,3.0,79.0,72.0,0.9414978029526956,0,0,0,0,Bajas expensas
18114,3.0,2.0,73.4,50.0,-0.014588646250619,0,0,0,0,Con expensas
18115,1.0,1.0,33.0,29.0,-2.2335994369776584,0,1,1,1,Con expensas
18116,3.0,2.0,57.0,53.0,-0.1014569526693812,1,0,1,1,
18117,3.0,2.0,60.0,60.0,-0.1446204337594074,0,0,0,0,
18118,3.0,2.0,61.0,57.0,-0.1598901948783748,0,0,0,0,
18119,3.0,3.0,136.0,100.0,1.6545304231406932,0,0,0,1,Con expensas
18120,2.0,1.0,40.0,38.0,-1.7091897566500345,0,0,0,0,
18121,4.0,3.0,135.0,135.0,2.429938058679816,1,0,0,0,
18122,4.0,4.0,73.0,73.0,1.3886393953329734,0,0,0,0,Con expensas
18123,5.0,4.0,190.0,180.0,5.161760871580581,0,0,0,0,
18124,3.0,2.0,122.0,88.0,1.2063437900368708,1,0,0,1,Con expensas
18125,2.0,1.0,53.0,45.0,-1.456261994326746,0,0,0,0,
18126,3.0,2.0,71.0,63.0,-0.1050356345803524,0,1,0,0,
18127,3.0,2.0,146.0,134.0,2.910477787791661,1,0,0,1,
18128,4.0,2.0,148.0,140.0,3.8436172213430058,1,0,1,1,
18129,2.0,1.0,33.0,30.0,-1.6327521649457222,1,0,0,1,
18130,4.0,3.0,134.0,124.0,2.921459484774836,0,0,0,1,
18131,1.0,1.0,32.0,32.0,-2.208506954531364,0,1,0,1,Con expensas
18132,2.0,1.0,28.0,28.0,-1.9924826674661384,0,0,0,0,Con expensas
18133,3.0,2.0,59.0,51.0,-0.2735505079147666,0,0,0,0,Con expensas
18134,5.0,4.0,200.0,136.7,5.471302113212968,1,0,0,0,
18135,4.0,4.0,109.0,104.0,2.778605321093295,1,0,0,0,
