,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1,tiene_cochera,tiene_parrilla,tiene_pileta,tiene_terraza,expensas
0,2.0,1.0,65.0,53.0,-0.8453675480832353,1,1,1,1,
1,1.0,1.0,29.0,29.0,-2.353354071870227,0,1,1,0,
2,2.0,1.0,41.0,35.0,-1.6737341414810665,0,0,0,1,Con expensas
3,1.0,1.0,49.0,44.0,-1.6354382987890708,0,1,1,1,
4,1.0,2.0,115.1,78.0,0.3547163482856976,0,0,0,0,
5,1.0,1.0,36.0,31.0,-2.1823988886192605,1,1,1,0,
6,3.0,2.0,60.0,50.0,-0.4098542891127387,0,0,0,1,Con expensas
7,1.0,1.0,33.0,31.0,-2.3606377139855077,0,0,0,0,Con expensas
8,4.0,4.0,257.0,178.0,4.89691829376435,0,1,0,1,
9,6.0,4.0,199.0,157.0,4.525243032937389,0,1,0,0,Con expensas
10,3.0,2.0,120.0,120.0,2.022213978586909,0,0,0,0,
11,3.0,2.0,65.0,65.0,0.1560375217373021,1,0,0,1,Con expensas
12,2.0,1.0,29.0,29.0,-2.01115216655218,0,0,0,0,Con expensas
13,3.0,2.0,87.0,87.0,1.4450158568461438,0,0,0,0,
14,2.0,1.0,70.0,66.0,-0.625106679372181,1,0,0,1,
15,3.0,2.0,53.0,50.0,-0.3360767745445501,0,0,0,0,
16,1.0,1.0,37.0,34.0,-2.1473635362754564,0,0,0,1,Con expensas
17,5.0,4.0,174.0,174.0,5.068672229694065,1,0,0,0,
18,2.0,1.0,69.0,41.0,-1.388600719487182,0,0,0,1,
19,3.0,2.0,110.0,100.0,2.2551443168709557,1,0,1,0,
20,1.0,1.0,47.0,32.0,-2.125763071922709,0,0,0,0,Bajas expensas
21,1.0,1.0,41.0,30.0,-2.095333012932356,0,0,0,1,
22,3.0,2.0,41.0,41.0,-0.7940803851500847,0,0,0,1,Con expensas
23,4.0,3.0,128.0,123.0,2.755802195157214,0,0,0,0,
24,3.0,2.0,72.0,65.0,0.2287561977096323,1,1,1,1,Con expensas
25,5.0,5.0,192.0,182.0,6.399049110125009,1,0,0,0,
26,3.0,2.0,65.0,54.0,-0.4689161875591376,0,0,0,0,Sin expensas
27,3.0,2.0,63.0,60.0,-0.1610181445360112,0,0,0,0,
28,3.0,2.0,65.0,53.0,-0.1896730437403653,0,0,0,0,
29,2.0,1.0,33.0,30.0,-1.8126634851282144,0,0,0,0,
30,3.0,2.0,53.0,53.0,-0.2083503873175751,1,0,0,0,Bajas expensas
31,3.0,2.0,82.0,70.0,0.4388473216359803,0,0,0,0,
32,2.0,1.0,51.0,43.0,-1.235348695785857,0,1,1,1,
33,3.0,2.0,176.0,133.0,2.685796668873552,0,0,0,0,
34,3.0,2.0,59.0,54.0,-0.2533576109735004,0,0,0,0,Con expensas
35,3.0,2.0,44.0,44.0,-0.6692965126295102,0,0,0,0,Con expensas
36,1.0,1.0,42.0,37.0,-1.820021733198104,1,0,0,0,Con expensas
37,3.0,2.0,85.0,79.0,0.7042002844151106,0,0,0,1,Con expensas
38,2.0,1.0,36.0,33.0,-1.829389240255964,0,0,0,0,
39,2.0,1.0,65.0,51.0,-0.898131920690752,0,0,0,1,
40,3.0,2.0,82.0,82.0,0.4732376385454908,0,0,0,0,Con expensas
41,3.0,2.0,58.0,58.0,-0.3703939496337343,0,0,0,0,
42,1.0,1.0,33.0,28.0,-2.1736603694260825,0,0,0,0,
43,1.0,1.0,32.0,29.0,-2.2810805209362184,0,1,0,1,Con expensas
44,1.0,1.0,39.0,33.0,-2.2078753746189124,0,0,0,0,
45,4.0,3.0,91.0,81.0,1.3835256930330302,1,0,0,0,Con expensas
46,3.0,2.0,104.8,81.0,0.7727906780246896,0,0,0,0,
47,2.0,1.0,35.0,35.0,-1.831649515515075,0,0,0,1,
48,1.0,1.0,49.0,49.0,-1.6065162692329489,1,0,1,0,
49,2.0,1.0,48.0,38.0,-1.3295246382475598,1,1,1,0,
50,2.0,1.0,48.0,41.0,-1.5557240907334642,0,0,0,0,
51,5.0,3.0,104.0,102.0,2.4024199137734743,1,0,0,0,
52,2.0,1.0,56.0,55.0,-1.2420302323322372,0,0,0,1,
53,4.0,3.0,182.0,182.0,4.617049024345463,0,0,0,1,
54,4.0,3.0,100.0,97.0,1.859554759406025,0,0,0,0,Con expensas
55,2.0,1.0,43.0,38.0,-1.6963397837200072,0,0,0,0,
56,3.0,2.0,73.0,64.0,0.5063202033341465,1,0,1,1,
57,6.0,3.0,198.0,128.0,3.926408434661057,0,0,0,1,
58,4.0,3.0,57.0,57.0,0.5547418161385748,0,0,0,0,Con expensas
59,2.0,1.0,44.0,44.0,-1.5563417231083347,0,0,0,0,Sin expensas
60,4.0,3.0,79.0,75.0,1.5039706120019174,0,0,0,1,Bajas expensas
61,2.0,1.0,36.0,36.0,-1.754185785875241,0,0,0,0,
62,2.0,1.0,36.0,32.0,-1.7954470361273294,0,0,0,0,
63,3.0,2.0,85.0,60.0,0.2024816469722328,1,0,0,0,
64,2.0,1.0,45.0,45.0,-1.430852984667593,0,0,0,0,
65,4.0,3.0,150.0,104.0,2.8535536565743027,0,0,0,1,
66,2.0,1.0,46.0,45.0,-1.528058193620884,0,0,0,1,Con expensas
67,1.0,1.0,35.0,33.0,-2.152593725859461,1,1,1,1,Con expensas
68,6.0,4.0,239.0,112.0,4.189710455646063,0,1,0,0,
69,3.0,2.0,242.0,98.0,2.1479746002029168,0,0,0,1,
70,2.0,1.0,41.0,37.0,-1.6875446307808704,0,0,0,0,
71,3.0,2.0,80.0,76.0,0.3121928389856119,1,0,0,1,
72,3.0,2.0,58.0,52.0,-0.2817862710650206,0,0,0,0,
73,3.0,2.0,83.0,78.0,1.1110267190223513,1,1,1,0,Con expensas
74,2.0,1.0,33.0,33.0,-1.9039756012616609,0,0,0,1,
75,4.0,3.0,91.0,85.0,1.429246323224837,0,0,0,0,Con expensas
76,3.0,2.0,90.0,90.0,0.9937069543349764,1,1,0,1,
77,3.0,2.0,85.0,83.0,0.7436760797983064,0,0,0,0,
78,1.0,1.0,22.0,22.0,-2.587445625536208,0,0,0,0,Con expensas
79,3.0,3.0,88.0,80.0,1.0494826008230027,0,0,0,0,
80,2.0,1.0,49.0,42.0,-1.5498440163381826,0,0,0,0,
81,2.0,1.0,63.0,58.9,-1.0615739936759565,0,1,0,1,Con expensas
82,3.0,2.0,56.0,52.0,-0.458750979699957,0,0,0,0,Con expensas
83,2.0,1.0,54.0,46.0,-0.9608602148386092,1,1,1,1,Con expensas
84,3.0,2.0,111.8,84.0,0.9752224987807484,0,0,0,1,
85,3.0,2.0,149.8,148.0,1.887529369936936,0,0,0,1,Con expensas
86,3.0,3.0,168.9,155.0,2.7906444996222177,1,1,1,0,
87,5.0,3.0,177.0,111.0,4.074497323667004,1,1,1,1,
88,1.0,1.0,36.0,36.0,-1.9997592989639847,1,1,0,1,
89,3.0,2.0,69.0,60.0,0.0685229807170837,0,1,0,1,
90,3.0,2.0,51.0,50.0,-0.5164874839881887,0,0,0,1,Sin expensas
91,4.0,3.0,119.0,109.0,2.5907073717606317,1,0,0,1,Con expensas
92,3.0,2.0,65.0,47.0,-0.3611329626491711,1,0,0,0,Con expensas
93,1.0,1.0,37.0,34.0,-2.0947251806559675,0,1,0,1,Con expensas
94,2.0,1.0,38.0,38.0,-1.6588455288847055,0,0,0,0,Con expensas
95,2.0,1.0,30.0,30.0,-1.923447849389004,0,0,0,0,
96,2.0,1.0,35.0,35.0,-1.775540661055547,0,1,0,1,Con expensas
97,2.0,1.0,30.0,24.0,-2.033230832525868,0,0,0,0,Con expensas
98,3.0,2.0,74.0,71.0,0.2081243225823358,0,0,0,0,
99,2.0,1.0,51.0,44.0,-1.5283012788981876,0,0,0,0,
100,2.0,1.0,60.0,55.0,-0.9104743925289692,1,0,1,0,
101,4.0,3.0,111.0,100.0,2.6028756518993394,0,0,0,1,
102,3.0,2.0,75.0,68.0,0.0724281947941567,0,0,0,1,
103,4.0,3.0,141.0,129.0,3.385260176558835,1,1,1,1,
104,4.0,3.0,80.0,75.0,1.1905564818639396,0,0,0,0,
105,2.0,1.0,54.0,49.0,-1.337045201933861,0,0,0,1,Con expensas
106,4.0,3.0,83.0,78.0,1.317224209160094,0,0,1,1,Con expensas
107,4.0,3.0,73.0,73.0,1.0557068483391692,1,0,0,0,
108,2.0,1.0,54.0,46.0,-1.332830938889797,1,0,1,1,
109,1.0,1.0,40.0,36.0,-2.076420215587913,0,1,0,1,Con expensas
110,3.0,2.0,74.0,67.0,0.1827686536456507,1,0,0,1,Con expensas
111,4.0,2.0,185.0,150.0,3.0441505048730995,0,1,0,1,
112,1.0,1.0,34.0,34.0,-2.209340191083682,0,0,0,0,
113,5.0,3.0,135.0,121.0,2.8395145464928504,0,0,0,0,Con expensas
114,3.0,2.0,48.0,48.0,-0.3515957928769418,0,0,0,0,
115,1.0,1.0,23.0,23.0,-2.566282398045375,0,0,0,0,
116,2.0,1.0,57.0,57.0,-1.0505236198868502,0,1,0,1,
117,3.0,2.0,72.0,61.0,0.1775926334756926,1,1,1,1,Con expensas
118,2.0,1.0,42.0,40.0,-1.5799457512471564,0,1,0,0,
119,2.0,1.0,55.0,49.0,-1.2232871545705597,0,1,0,0,
120,3.0,2.0,63.0,63.0,-0.2338866404292994,0,0,0,0,
121,2.0,1.0,57.0,47.0,-1.0469050904465045,0,1,0,1,
122,1.0,1.0,50.0,50.0,-1.7696724706048057,1,1,0,1,
123,2.0,1.0,94.2,77.0,-0.3934659417619175,1,0,0,1,
124,2.0,1.0,48.2,34.0,-1.5968045370846298,0,0,0,0,
125,1.0,1.0,25.0,25.0,-2.456143212592338,0,0,0,0,Con expensas
126,1.0,1.0,36.0,32.0,-2.232639758518784,0,1,0,0,
127,3.0,2.0,181.0,144.0,2.586761470861564,1,1,0,1,Con expensas
128,3.0,2.0,77.0,69.0,0.4997579152940137,1,1,0,1,
129,2.0,1.0,46.0,42.0,-1.3852419611543372,0,0,0,1,Bajas expensas
130,2.0,1.0,34.0,34.0,-1.656794480039928,1,0,0,0,Con expensas
131,2.0,1.0,54.0,50.0,-0.9625370028080058,0,1,0,0,
132,3.0,2.0,131.0,131.0,1.8093556534874653,0,0,0,0,
133,4.0,3.0,128.0,123.0,3.0047188890729366,0,1,0,0,
134,1.0,1.0,37.0,33.0,-2.196491782009549,0,0,0,0,Con expensas
135,3.0,2.0,130.0,130.0,2.2772943942184307,1,1,0,1,Con expensas
136,2.0,1.0,50.0,46.1,-1.307869519102447,0,1,0,0,
137,1.0,1.0,33.0,28.0,-2.230563249414997,0,0,0,0,Con expensas
138,3.0,1.0,45.0,45.0,-1.2305964676473615,0,0,0,0,
139,4.0,3.0,122.0,81.0,1.7490419192810955,0,1,0,1,Con expensas
140,2.0,1.0,63.0,47.0,-1.1192756268960675,1,1,0,1,Con expensas
141,6.0,4.0,212.0,192.0,6.613349255842924,0,0,0,1,
142,4.0,3.0,99.0,92.0,1.612877548146703,0,0,0,0,Bajas expensas
143,5.0,3.0,143.0,126.0,3.0309583684660124,0,0,0,0,Con expensas
144,3.0,2.0,83.0,66.0,0.3135975211379944,1,1,1,1,
145,2.0,1.0,82.0,48.0,-1.0079464034228425,0,0,0,1,Sin expensas
146,4.0,3.0,187.0,123.0,3.163379478370973,1,1,1,1,
147,2.0,1.0,38.0,38.0,-1.6703958441982265,0,0,0,0,Con expensas
148,4.0,3.0,215.0,140.0,3.894345282876184,0,1,0,0,Con expensas
149,5.0,4.0,266.0,184.0,5.964245311833484,1,1,0,1,Bajas expensas
150,3.0,2.0,140.0,75.0,0.8739403041102101,0,1,0,0,
151,4.0,3.0,127.0,118.0,3.4282382899609707,0,0,0,0,
152,4.0,3.0,210.0,109.0,2.789059286884205,0,0,0,1,
153,2.0,1.0,62.0,62.0,-1.0884151690638924,0,0,0,0,
154,5.0,3.0,258.0,180.0,6.038139251593631,1,1,0,1,
155,2.0,1.0,55.0,47.0,-1.155522673276108,0,1,0,0,Con expensas
156,2.0,1.0,37.0,37.0,-1.6716394083630086,0,0,0,0,
157,3.0,2.0,50.0,50.0,-0.5330710052921239,0,0,0,0,Bajas expensas
158,2.0,1.0,49.0,44.0,-1.157653428901772,0,0,0,0,
159,2.0,1.0,66.0,56.0,-1.0709857392350612,1,0,0,1,
160,2.0,1.0,38.0,38.0,-1.6838220738951657,0,0,0,1,Con expensas
161,2.0,1.0,58.0,55.0,-1.086953156505795,1,0,0,1,
162,1.0,1.0,35.0,31.0,-2.20671694400169,0,0,0,0,
163,2.0,1.0,45.0,39.0,-1.5670963621162073,0,1,0,1,Con expensas
164,3.0,2.0,91.0,68.0,0.2694921438445135,0,0,0,0,
165,2.0,1.0,60.0,60.0,-0.7233417095295845,0,1,1,1,
166,5.0,4.0,200.0,136.7,5.471302113212968,1,0,0,0,
167,7.0,4.0,185.0,150.0,5.208011982468423,1,1,0,0,Sin expensas
168,2.0,1.0,36.0,36.0,-1.762347564946139,0,0,0,0,
169,2.0,1.0,42.0,40.0,-1.59125441019361,0,1,0,0,
170,4.0,1.0,121.0,113.0,1.185733369947383,0,1,0,1,
171,1.0,1.0,25.0,25.0,-2.5302766936533088,0,0,0,0,Con expensas
172,4.0,3.0,121.0,114.0,2.478999777093486,0,0,0,1,
173,3.0,2.0,81.0,66.0,0.424782389851472,1,0,0,0,Con expensas
174,2.0,1.0,42.0,42.0,-1.526543650816256,0,0,0,0,
175,2.0,1.0,43.0,40.0,-1.6170177618451171,0,0,0,0,
176,1.0,1.0,36.0,32.0,-2.230151808262149,0,0,0,0,Con expensas
177,1.0,1.0,29.0,26.0,-2.332496377522205,0,0,0,0,Con expensas
178,3.0,2.0,64.0,59.0,-0.1657954518129736,1,0,0,1,Con expensas
179,2.0,1.0,65.0,37.0,-1.0907854068031877,0,0,0,1,Sin expensas
180,7.0,4.0,310.0,200.0,7.521738950167196,0,1,0,1,
181,4.0,3.0,88.0,75.0,1.023937524500874,0,0,0,1,Con expensas
182,3.0,2.0,78.0,67.0,0.1091777884218146,0,1,0,1,Con expensas
183,1.0,1.0,36.0,32.0,-2.1772727802244165,0,0,0,0,
184,3.0,2.0,66.0,51.0,-0.1258306850520004,0,0,0,0,
185,3.0,2.0,90.0,83.0,0.664956313262882,1,0,1,0,
186,2.0,1.0,27.0,27.0,-1.9979366488110784,0,0,0,0,
187,3.0,2.0,51.0,47.0,-0.6568991559425194,0,0,0,0,Con expensas
188,3.0,2.0,58.0,55.0,-0.4211801759917585,0,0,0,1,Con expensas
189,7.0,4.0,223.3,200.0,6.194824023469235,0,0,0,0,
190,2.0,1.0,65.0,59.0,-1.060074711953563,1,1,1,1,
191,2.0,1.0,55.0,43.0,-1.5047980562900112,0,0,0,1,
192,2.0,1.0,44.0,41.0,-1.545802081563909,0,0,1,0,Con expensas
193,4.0,3.0,113.0,103.0,2.257123828496261,1,1,0,0,Con expensas
194,4.0,3.0,127.0,95.0,2.2577860715429363,1,0,0,1,
195,1.0,1.0,32.0,28.0,-2.3072590375716566,0,0,0,0,
196,2.0,1.0,46.0,35.0,-1.5670778230000957,0,0,0,0,
197,2.0,1.0,33.0,33.0,-1.856229481398348,0,0,0,0,Con expensas
198,2.0,1.0,38.0,38.0,-1.734406791647608,0,0,0,0,Bajas expensas
199,4.0,3.0,134.0,134.0,3.4123001000967474,0,0,1,0,
200,3.0,2.0,58.0,55.0,-0.171892224446959,0,0,0,0,
201,2.0,1.0,68.0,58.0,-1.07522386401321,1,0,0,0,Con expensas
202,3.0,2.0,65.0,60.0,-0.2149148228021077,0,0,0,0,Con expensas
203,2.0,1.0,35.0,32.0,-1.703846111408522,0,1,0,1,
204,4.0,3.0,94.0,82.0,1.700486235368003,1,0,0,1,Bajas expensas
205,3.0,2.0,90.0,83.0,0.5781308377129665,1,0,0,1,
206,2.0,1.0,73.0,62.0,-0.1826857486668098,1,1,1,1,Con expensas
207,2.0,1.0,38.0,32.0,-1.7612710784466323,1,0,0,0,Con expensas
208,1.0,1.0,43.0,43.0,-1.85117752695106,1,1,1,0,Con expensas
209,4.0,3.0,74.0,72.0,1.2414567851821423,0,0,0,0,
210,4.0,3.0,165.1,147.0,3.1056891769842414,0,0,0,0,
211,3.0,2.0,71.0,65.0,0.0758555843449687,0,0,0,1,Con expensas
212,3.0,2.0,60.0,60.0,-0.3587718810971602,0,0,0,0,Bajas expensas
213,3.0,2.0,91.3,67.0,0.4526271953005648,0,0,0,0,
214,3.0,2.0,53.0,53.0,-0.3797722644387625,0,0,0,0,
215,7.0,6.0,274.0,217.0,8.030555992200169,0,1,0,0,
216,3.0,2.0,63.0,44.0,-0.3939786895070125,0,1,0,1,
217,6.0,3.0,128.0,104.0,2.68611338869464,0,0,0,1,Con expensas
218,3.0,2.0,52.0,52.0,-0.4938034511976165,0,0,0,1,
219,1.0,1.0,28.0,26.0,-2.305377112932747,1,1,1,0,Con expensas
220,1.0,1.0,35.0,32.0,-2.137376652624892,0,1,1,0,
221,4.0,3.0,102.0,99.0,1.6244250113936007,0,0,0,0,Con expensas
222,3.0,2.0,76.0,68.0,0.1994619543390434,1,1,1,1,Con expensas
223,1.0,1.0,42.0,38.0,-1.8699966881792391,0,0,0,0,
224,2.0,1.0,68.0,57.0,-0.7481615572152543,1,1,1,0,
225,3.0,2.0,110.0,100.0,1.3460565703219594,0,0,0,0,Con expensas
226,4.0,3.0,77.0,77.0,1.3487973665092927,0,0,0,0,
227,2.0,1.0,55.0,47.0,-0.9681420588134808,0,0,1,1,Con expensas
228,2.0,1.0,63.0,55.0,-0.884104777423443,1,1,0,1,Con expensas
229,1.0,1.0,29.0,29.0,-2.29533410761127,0,1,0,0,
230,3.0,2.0,64.0,64.0,-0.1066548187600436,0,0,0,0,Con expensas
231,3.0,2.0,84.0,76.0,0.5159196043891138,1,0,0,0,Con expensas
232,3.0,2.0,79.0,67.0,-0.1907144627103465,0,1,0,0,Bajas expensas
233,2.0,1.0,55.0,55.0,-1.0043063605362377,1,1,0,0,
234,1.0,1.0,38.5,30.0,-2.224446301328037,0,0,0,0,
235,4.0,3.0,219.0,147.0,3.866060723530984,1,1,0,1,
236,3.0,2.0,94.0,88.0,0.7701760070760792,1,0,1,1,
237,2.0,1.0,51.0,51.0,-1.2059879742844215,0,0,0,0,
238,3.0,2.0,83.0,74.0,0.6594950080677725,1,1,1,0,
239,1.0,1.0,39.0,34.0,-2.0494181489507985,0,0,0,0,
240,5.0,4.0,106.0,94.0,3.079524044305876,1,0,0,1,
241,3.0,2.0,66.0,59.0,-0.0896805347690679,0,0,0,0,
242,3.0,2.0,59.0,59.0,-0.290196163098923,0,0,0,0,
243,1.0,1.0,27.0,23.0,-2.4971609981765712,0,0,0,0,Bajas expensas
244,3.0,2.0,153.0,76.0,0.9623352401387574,0,0,0,0,Con expensas
245,2.0,1.0,52.0,49.0,-1.3140978188413006,0,0,0,1,
246,3.0,2.0,76.0,66.0,-0.1095214946726184,1,0,0,1,
247,3.0,2.0,66.0,56.0,-0.2241605720484343,0,0,0,1,
248,2.0,1.0,41.0,38.0,-1.6771807883199388,0,0,0,0,Con expensas
249,3.0,2.0,162.0,156.0,2.692061670440422,1,0,0,0,Con expensas
250,1.0,1.0,39.0,35.0,-2.056464228300408,0,1,1,0,Con expensas
251,2.0,1.0,53.0,50.0,-1.1948135792057797,1,0,0,1,Con expensas
252,3.0,2.0,61.0,56.0,-0.124603488381904,0,0,0,1,
253,3.0,2.0,75.0,71.0,0.4086385478278829,1,0,1,0,
254,2.0,2.0,58.0,58.0,-0.6368598158796386,0,0,0,0,
255,2.0,1.0,37.0,37.0,-1.5361859427967277,0,0,0,0,
256,3.0,2.0,69.0,65.0,-0.2806959709473488,0,0,0,0,
257,1.0,1.0,34.0,34.0,-2.12069587639096,0,0,0,1,Con expensas
258,4.0,3.0,92.4,67.0,1.355452905911378,1,0,0,0,Con expensas
259,3.0,2.0,83.0,76.0,0.3603647543147997,0,1,1,1,
260,5.0,1.0,202.0,202.0,3.600149835782224,0,0,0,0,
261,2.0,1.0,33.0,32.0,-1.8531833298398517,0,0,0,0,Con expensas
262,2.0,1.0,48.0,44.0,-1.3910385044583693,0,0,0,0,Con expensas
263,3.0,2.0,71.0,61.0,-0.1378028057180214,0,0,0,1,
264,2.0,1.0,27.0,27.0,-1.983968964416984,0,0,0,0,
265,1.0,1.0,52.2,32.0,-1.8454542821391795,0,1,0,0,
266,1.0,1.0,34.0,30.0,-2.186467684076212,0,1,1,0,
267,4.0,2.0,78.0,74.0,0.533269072530386,0,0,0,1,Con expensas
268,4.0,3.0,147.0,147.0,3.7514165262850314,0,0,0,0,
269,3.0,2.0,42.0,42.0,-0.5859560558751434,0,0,0,1,Con expensas
270,3.0,2.0,60.0,54.0,-0.2283239973556219,0,0,0,0,
271,5.0,4.0,275.0,200.0,5.631365712621722,0,1,1,1,
272,3.0,2.0,59.0,59.0,-0.2583950861426372,0,0,0,0,
273,4.0,3.0,111.0,103.0,1.9696324498232336,0,0,0,0,Con expensas
274,4.0,3.0,144.0,137.0,3.99895310295976,0,0,0,0,
275,2.0,1.0,42.0,37.0,-1.5761558272790717,0,0,0,0,
276,1.0,1.0,41.0,35.0,-1.9680195912304048,1,0,0,0,
277,2.0,1.0,47.0,47.0,-1.355834684815285,0,0,0,0,
278,2.0,1.0,66.0,53.0,-0.8961679073337728,0,1,0,1,
279,5.0,3.0,111.0,80.0,1.6893640471731832,1,0,0,1,
280,4.0,3.0,78.0,78.0,1.0031881351141416,0,0,0,0,Con expensas
281,1.0,1.0,35.0,31.0,-2.2151581941168903,1,1,1,1,
282,4.0,3.0,190.0,190.0,4.339974162643324,0,1,0,1,
283,4.0,2.0,180.0,163.0,4.078057054842677,1,0,0,0,
284,1.0,1.0,35.0,35.0,-2.047810961918839,1,0,0,0,
285,3.0,2.0,73.0,65.0,0.673939543002502,1,0,1,0,
286,3.0,2.0,65.0,52.0,-0.1913644389028593,1,0,0,1,
287,1.0,1.0,34.0,31.0,-2.1927549497734398,0,0,0,0,Con expensas
288,2.0,1.0,42.0,35.0,-1.563419803355593,1,0,0,0,Con expensas
289,3.0,2.0,82.0,72.0,0.384867508123614,1,1,0,1,
290,3.0,2.0,84.0,59.0,0.4519098549030744,1,0,0,1,Con expensas
291,2.0,1.0,70.0,70.0,-0.6055323799512329,0,1,0,1,
292,2.0,1.0,45.0,40.0,-1.4211085380818549,0,0,0,1,Con expensas
293,2.0,1.0,63.0,54.0,-0.4721180511231839,0,1,0,0,Con expensas
294,3.0,2.0,55.0,52.0,-0.4179246682664018,0,0,0,0,Con expensas
295,3.0,2.0,51.0,47.0,-0.3706923598415903,1,0,0,0,
296,3.0,2.0,120.0,113.0,1.8872126243382192,1,0,1,1,Con expensas
297,3.0,2.0,65.0,62.0,0.0217151524326512,1,1,0,1,
298,3.0,2.0,106.0,64.0,0.5462593646032339,1,0,0,1,
299,4.0,3.0,178.0,100.0,2.816717993849529,1,1,0,1,
300,4.0,3.0,141.0,141.0,2.9643069486951634,0,0,0,0,Con expensas
301,4.0,3.0,120.0,90.0,1.9344834753707196,0,1,0,0,
302,2.0,1.0,49.0,45.0,-1.436695204576233,0,0,0,0,
303,2.0,1.0,45.0,42.0,-1.2193946798749524,1,1,1,0,Con expensas
304,3.0,2.0,70.0,65.0,0.1336968208621196,0,0,1,1,
305,3.0,2.0,53.0,53.0,-0.4568134504760123,1,0,0,0,Bajas expensas
306,3.0,2.0,59.0,59.0,-0.2737254611081015,0,0,0,0,
307,3.0,2.0,62.0,59.0,-0.19685827931374,1,0,0,0,Bajas expensas
308,3.0,2.0,100.0,93.0,0.6551242640459136,0,1,0,1,Con expensas
309,3.0,2.0,77.0,75.0,0.1807209343693703,0,0,0,0,Con expensas
310,1.0,1.0,35.0,31.0,-2.1139602713276755,1,1,1,1,Con expensas
311,1.0,1.0,25.0,25.0,-2.4174396709578323,0,0,0,0,
312,3.0,2.0,58.0,48.0,-0.418176149916193,0,0,0,0,Con expensas
313,2.0,1.0,47.0,40.0,-1.4542862040060556,1,0,0,1,Bajas expensas
314,1.0,1.0,21.0,21.0,-2.6274249533624565,1,1,1,1,
315,2.0,1.0,46.0,43.0,-1.528862033972224,0,0,0,0,
316,3.0,2.0,59.0,56.0,-0.1215781898626598,0,0,0,0,Con expensas
317,3.0,2.0,43.0,43.0,-0.7324621371644596,0,0,0,0,Con expensas
318,1.0,1.0,30.0,30.0,-2.2811955370816674,1,0,1,0,
319,2.0,1.0,45.0,45.0,-1.5501500836000202,0,0,0,0,
320,3.0,2.0,57.0,57.0,-0.3684630603580979,0,1,0,1,Con expensas
321,5.0,3.0,101.0,101.0,2.270801656494927,0,0,0,0,Con expensas
322,2.0,1.0,45.0,43.0,-1.3930251035173031,1,0,0,0,
323,3.0,2.0,87.9,66.0,0.3284752548961916,0,0,0,0,
324,2.0,1.0,57.0,52.0,-0.9593210192198448,0,1,0,0,
325,1.0,1.0,22.0,22.0,-2.528659123654538,0,0,0,0,
326,4.0,3.0,131.0,96.0,2.057521166670581,0,1,0,1,
327,4.0,3.0,140.0,140.0,3.667006473508138,1,1,0,0,Con expensas
328,1.0,1.0,48.0,45.0,-1.7413794309490642,1,1,0,0,
329,3.0,2.0,49.0,47.0,-0.5931432652382533,0,0,0,1,
330,3.0,2.0,113.0,80.0,1.1013961091541993,0,0,1,1,Con expensas
331,6.0,4.0,222.0,222.0,6.144641588636565,0,1,0,0,Con expensas
332,3.0,2.0,57.0,57.0,-0.0838218608024746,0,0,0,0,Sin expensas
333,2.0,1.0,55.0,45.0,-1.3849927783283915,1,0,0,1,
334,3.0,2.0,57.0,55.0,-0.3005433771717146,0,0,0,0,Con expensas
335,4.0,2.0,110.0,77.0,1.2419799255165136,1,1,0,0,Con expensas
336,2.0,1.0,32.0,30.0,-2.063210598859542,0,0,0,0,
337,3.0,2.0,65.0,57.9,-0.0236933724220001,0,1,0,0,
338,1.0,1.0,35.0,31.0,-2.1522599170050047,1,0,0,0,
339,3.0,2.0,78.0,73.0,1.4082816061077963,1,0,1,0,Con expensas
340,3.0,2.0,87.0,69.0,0.4308162453099633,0,1,0,0,Con expensas
341,5.0,4.0,253.0,197.0,5.965995989903188,0,1,1,0,
342,2.0,1.0,48.0,42.0,-1.3593753561557322,1,0,0,1,
343,3.0,2.0,120.0,113.0,1.799279834112158,1,0,1,1,Con expensas
344,5.0,3.0,95.0,90.0,2.1105646680998302,1,0,0,1,
345,3.0,2.0,70.0,67.0,0.3369743137574241,1,0,0,0,Con expensas
346,3.0,2.0,59.0,59.0,-0.1433103882588955,0,0,0,0,
347,2.0,1.0,41.0,41.0,-1.6206776083951175,0,0,0,0,
348,2.0,1.0,39.0,35.0,-1.6842046354642748,0,0,0,0,Bajas expensas
349,5.0,3.0,148.0,145.0,3.529343462430101,0,0,0,0,
350,4.0,3.0,142.0,123.0,3.7054591756241946,1,1,1,0,
351,5.0,4.0,214.0,141.0,4.65308802327388,0,1,1,1,Sin expensas
352,2.0,2.0,60.0,54.0,-0.5345070271902005,1,1,0,1,
353,3.0,2.0,83.0,69.0,0.288402767830708,0,0,1,0,Con expensas
354,4.0,3.0,106.0,90.0,1.947310865724307,0,1,1,1,Con expensas
355,1.0,1.0,35.0,31.0,-2.2136130668565177,0,0,0,0,Con expensas
356,3.0,1.0,107.0,85.0,0.512679928765602,1,1,0,1,
357,1.0,1.0,35.0,32.0,-2.092251731873602,0,0,1,1,
358,3.0,2.0,49.0,49.0,-0.4958549667607532,0,0,0,0,
359,3.0,2.0,53.0,52.0,-0.4145454590886822,0,0,0,0,
360,2.0,1.0,70.0,49.0,-1.0566248952879642,0,0,0,1,Con expensas
361,4.0,2.0,78.0,78.0,0.5343018126197195,0,0,0,1,
